Avaya Inc.	nan	Basking Ridge, NJ	l	l	l	l	l	nan	l	w	nan	80	nan	nan
Avery Dennison	nan	Pasadena, CA	l	nan	nan	nan	nan	nan	nan	nan	nan	15	362.0	nan
Avis Budget Group Inc.	nan	Parsippany, NJ	l	l	nan	w	nan	nan	l	l	nan	60	409.0	nan
Avnet Inc.	nan	Phoenix, AZ	l	nan	l	w	nan	nan	l	w	nan	50	142.0	nan
Avon Products Inc.	nan	New York, NY	l	l	l	l	l	l	l	l	nan	100	228.0	nan
B J's Wholesale Club	nan	Westborough, MA	l	nan	nan	nan	nan	nan	nan	nan	nan	15	232.0	nan
Bain & Co. Inc.	nan	Boston, MA	l	l	l	l	l	l	l	l	nan	100	nan	nan
Baker & Daniels LLP	nan	Indianapolis, IN	l	l	l	l	nan	l	l	l	nan	90	nan	164.0
Baker & McKenzie LLP	nan	Chicago, IL	l	l	l	l	l	l	l	l	nan	100	nan	1.0
Baker Botts LLP	nan	Houston, TX	l	l	l	l	nan	l	l	l	nan	90	nan	45.0
Baker Hughes Inc.	nan	Houston, TX	l	nan	nan	nan	nan	nan	nan	nan	nan	15	243.0	nan
Baker, Donelson, Bearman, Caldw	ll & Berkowitz PC	Memphis, TN	l	l	l	w	nan	l	l	l	nan	85	nan	114.0
Baldor Electric Co.	nan	Fort Smith, AR	l	nan	nan	w	nan	nan	nan	w	nan	25	nan	nan
Ball Corp.	nan	Broomfield, CO	nan	nan	l	w	nan	l	w	w	nan	40	307.0	nan
Ballard Spahr LLP	nan	Philadelphia, PA	l	l	l	l	nan	l	l	l	nan	90	nan	101.0
Bank of America Corp.	nan	Charlotte, NC	l	l	l	l	l	l	l	l	nan	100	5.0	nan
Bank of New York Mellon Corp., T	e (BNY Mellon)	New York, NY	l	l	l	l	l	l	l	l	nan	100	274.0	nan
Barclays Capital	nan	New York, NY	l	l	l	l	l	l	l	l	nan	100	nan	nan
Barnes & Noble Inc.	nan	New York, NY	l	l	l	l	l	l	l	l	nan	100	372.0	nan
BASF Corp.	nan	Florham Park, NJ	l	l	l	l	nan	l	l	l	nan	90	nan	nan
Bausch & Lomb Inc.	nan	Rochester, NY	l	l	l	w	nan	l	l	l	nan	85	nan	nan
Baxter International Inc.	nan	Deerfield, IL	l	nan	l	w	nan	nan	l	l	nan	60	185.0	nan
Bayer Corp.	nan	Pittsburgh, PA	l	l	l	l	nan	l	l	l	nan	90	nan	nan
BB&T Corp.	nan	Winston-Salem, NC	l	l	l	w	nan	nan	w	l	nan	70	217.0	nan
Becton, Dickinson and Co.	nan	Franklin Lakes, NJ	l	l	nan	nan	nan	nan	nan	nan	nan	30	312.0	nan
Bed Bath & Beyond Inc.	nan	union, NJ	l	l	nan	nan	nan	nan	nan	nan	nan	30	314.0	nan
Berkshire Hathaway Inc.	nan	Omaha, NE	l	nan	nan	nan	nan	nan	nan	nan	nan	15	11.0	nan
Best Buy Co. Inc.	nan	Richfield, MN	l	l	l	l	l	l	l	l	nan	100	45.0	nan
Big Lots	nan	Columbus, OH	l	nan	nan	nan	nan	nan	nan	nan	nan	15	436.0	nan
Bingham McCutchen LLP	nan	Boston, MA	l	l	l	l	l	l	l	l	nan	100	nan	24.0
Biogen Idec Inc	nan	Cambridge, MA	l	nan	nan	nan	nan	nan	nan	nan	nan	15	471.0	nan
BlackRock	nan	New York, NY	l	nan	l	l	l	nan	l	l	nan	75	441.0	nan
Blockbuster Inc.	nan	Dallas, TX	nan	nan	l	w	nan	nan	nan	nan	nan	20	500.0	nan
Blue Cross Blue Shield of Florida I	c.	Jacksonville, FL	l	l	l	l	l	l	l	l	nan	100	nan	nan
Blue Cross Blue Shield of Minnes	ta	Eagan, MN	l	l	l	l	l	l	l	l	nan	100	nan	nan
Blue Cross Blue Shield of North C	arolina	Durham, NC	l	l	nan	w	nan	nan	l	l	nan	60	nan	nan
BMC Software Inc.	nan	Houston, TX	l	l	l	l	nan	nan	l	l	nan	80	872.0	nan
BMO Bankcorp Inc.	nan	Chicago, IL	l	l	l	l	l	l	l	l	nan	100	nan	nan
BNP Paribas	nan	New York, NY	l	l	l	w	nan	l	l	l	nan	85	nan	nan
Boehringer Ingelheim uSA Corp.	nan	Ridgefield, CT	l	l	l	l	nan	l	l	l	nan	90	nan	nan
Boeing Co.	nan	Chicago, IL	l	l	l	w	nan	l	l	l	nan	85	28.0	nan
Bon-Ton Stores, Inc.	nan	York, PA	l	l	l	l	nan	l	l	l	nan	90	637.0	nan
Booz Allen Hamilton Inc.	nan	McLean, VA	l	l	l	l	l	l	l	l	nan	100	nan	nan
Boston Consulting Group	nan	Boston, MA	l	l	l	l	l	l	l	l	nan	100	nan	nan
Boston Scientific Corp.	nan	Natick, MA	l	nan	l	l	nan	nan	l	l	nan	65	279.0	nan
BP America Inc.	nan	Houston, TX	l	l	l	w	nan	l	l	l	nan	85	nan	nan
Bracewell & Giuliani	nan	Houston, TX	l	nan	nan	l	nan	l	l	l	nan	60	nan	98.0
Bridgestone Americas Holding Inc	.	Nashville, TN	l	l	nan	w	nan	l	l	l	nan	70	nan	nan
Bright Horizons Family Solutions I	c.	Watertown, MA	l	l	l	l	nan	l	l	l	nan	90	nan	nan
Brinker International Inc.	nan	Dallas, TX	l	l	l	w	nan	nan	l	nan	nan	60	551.0	nan
Bristol-Myers Squibb Co.	nan	New York, NY	l	l	l	l	l	l	l	l	nan	100	114.0	nan
Broadcom Corp.	nan	Irvine, CA	l	nan	nan	nan	nan	nan	nan	nan	nan	15	460.0	nan
Broadridge Financial Solutions Inc	nan	Lake Success, NY	l	l	l	l	l	nan	l	l	nan	90	788.0	nan
Brown Rudnick LLP	nan	Boston, MA	l	l	l	l	l	l	l	l	nan	100	nan	162.0
Brown Shoe Company, Inc.	nan	St. Louis, MO	l	nan	nan	w	nan	nan	l	l	nan	45	770.0	nan
Brown-Forman Corp.	nan	Louisville, KY	l	l	l	l	l	l	l	l	nan	100	729.0	nan
Bryan Cave LLP	nan	St. Louis, MO	l	l	l	l	l	l	l	l	nan	100	nan	48.0
Burger King Corp.	nan	Miami, FL	l	nan	l	w	nan	nan	w	l	nan	55	721.0	nan
Burlington Northern Santa Fe Cor	.	Fort Worth, TX	l	nan	nan	nan	nan	nan	nan	w	nan	20	167.0	nan
C&S Wholesale Grocers Inc.	nan	Keene, NH	l	nan	l	nan	nan	nan	nan	nan	nan	30	nan	nan
C. H. Robinson Worldwide	nan	Eden Prairie, MN	l	nan	nan	nan	nan	nan	nan	nan	nan	15	301.0	nan
CA Inc.	nan	Islandia, NY	l	l	l	l	nan	nan	l	l	nan	80	482.0	nan
Cablevision Systems Corp.	nan	Bethpage, NY	l	nan	nan	nan	nan	nan	nan	nan	nan	15	292.0	nan
Cadwalader, Wickersham & Taft L	P	New York, NY	l	l	l	w	nan	l	l	l	nan	85	nan	61.0
Caesars Entertainment Corp.	nan	Las Vegas, NV	l	l	l	l	l	l	l	l	nan	100	264.0	nan
Calpine Corp.	nan	Houston, TX	l	nan	l	w	nan	nan	w	nan	nan	40	338.0	nan
Cameron International Corp.	nan	Houston, TX	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	399.0	nan
Campbell Soup Co.	nan	Camden, NJ	l	l	l	l	l	l	l	l	nan	100	299.0	nan
Canadian Imperial Bank of Comm	rce	New York, NY	l	l	l	w	nan	l	l	nan	nan	70	nan	nan
Capgemini u.S. LLC	nan	New York, NY	l	nan	l	w	nan	nan	l	w	nan	50	nan	nan
Capital One Financial Corp.	nan	McLean, VA	l	l	l	l	l	l	l	l	nan	100	144.0	nan
Cardinal Health Inc.	nan	Dublin, OH	l	l	l	l	l	l	l	l	nan	100	17.0	nan
CareFusion Corp.	nan	San Diego, CA	l	l	l	l	l	nan	l	l	nan	90	nan	nan
Cargill Inc.	nan	Wayzata, MN	l	l	l	l	l	l	l	l	nan	100	nan	nan
Carlson Companies Inc.	nan	Minnetonka, MN	l	l	l	w	nan	l	l	l	nan	85	nan	nan
Carlton Fields PA	nan	Tampa, FL	l	l	l	l	l	l	l	l	nan	100	nan	157.0
CarMax Inc.	nan	Richmond, VA	l	l	l	w	nan	l	l	l	nan	85	323.0	nan
Casey's General Stores, Inc.	nan	Ankeny, IA	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	485.0	nan
Caterpillar Inc.	nan	Peoria, IL	l	l	nan	w	nan	l	l	l	nan	70	66.0	nan
CB Richard Ellis Group Inc.	nan	Los Angeles, CA	l	l	l	w	nan	l	l	l	nan	85	499.0	nan
CBS Corp.	nan	New York, NY	l	l	l	l	nan	l	l	l	nan	90	177.0	nan
CC Media Holdings Inc. (Clear Ch	annel)	San Antonio, TX	l	l	l	l	nan	nan	w	l	nan	75	376.0	nan
CDW Corp.	nan	Vernon Hills, IL	l	l	l	l	nan	l	l	l	nan	90	nan	nan
Celanese Corp.	nan	Dallas, TX	l	nan	nan	nan	nan	nan	nan	nan	nan	15	414.0	nan
Centene Corp.	nan	St. Louis, MO	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	486.0	nan
CenterPoint Energy Inc.	nan	Houston, TX	l	nan	nan	nan	nan	nan	nan	nan	nan	15	275.0	nan
CenturyLink Inc.	nan	Monroe, LA	l	nan	l	w	nan	nan	l	w	nan	50	423.0	nan
Cerner Corp.	nan	North Kansas City, MO	l	l	l	w	nan	l	w	w	nan	70	944.0	nan
CH2M HILL Companies Ltd.	nan	Englewood, CO	l	l	l	w	nan	l	l	l	nan	85	381.0	nan
Chadbourne & Parke LLP	nan	New York, NY	l	l	l	l	nan	l	l	l	nan	90	nan	96.0
Chamberlin Edmonds & Associate	Inc.	Atlanta, GA	l	nan	l	w	nan	nan	w	nan	nan	40	nan	nan
Chapman and Cutler LLP	nan	Chicago, IL	l	l	l	l	l	l	l	l	nan	100	nan	173.0
Charles Schwab Corp., The	nan	San Francisco, CA	l	l	l	l	l	l	l	l	nan	100	465.0	nan
Charter Communications	nan	St. Louis, MO	l	nan	nan	nan	nan	nan	nan	nan	nan	15	332.0	nan
Chesapeake Energy Corp.	nan	Oklahoma City, OK	l	nan	nan	nan	nan	nan	nan	nan	nan	15	296.0	nan
Chevron Corp.	nan	San Ramon, CA	l	l	l	l	l	l	l	l	nan	100	3.0	nan
Chipotle Mexican Grill Inc.	nan	Denver, CO	l	l	l	l	nan	nan	w	l	nan	75	nan	nan
Choate, Hall & Stewart LLP	nan	Boston, MA	l	l	l	l	l	l	l	l	nan	100	nan	170.0
Choice Hotels International Inc.	nan	Silver Spring, MD	l	l	l	l	l	l	l	l	nan	100	nan	nan
Chrysler LLC	nan	Auburn Hills, MI	l	l	l	l	l	l	l	l	nan	100	nan	nan
CHS Inc.	nan	Inver Grove Heights, MN	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	91.0	nan
Chubb Corp.	nan	Warren, NJ	l	l	l	l	l	l	l	l	nan	100	176.0	nan
CIGNA Corp.	nan	Bloomfield, CT	l	l	l	l	nan	l	l	l	nan	90	129.0	nan
Cisco Systems Inc.	nan	San Jose, CA	l	l	l	l	l	l	l	l	nan	100	58.0	nan
CIT Group Inc.	nan	New York, NY	l	nan	nan	nan	nan	nan	nan	nan	nan	15	515.0	nan
Citigroup Inc.	nan	New York, NY	l	l	l	l	l	l	l	l	nan	100	12.0	nan
Classified Ventures LLC	nan	Chicago, IL	l	l	l	l	nan	l	l	w	nan	80	nan	nan
Cleary, Gottlieb, Steen & Hamilton	LLP	New York, NY	l	l	l	l	nan	l	l	l	nan	90	nan	16.0
Clifford Chance uS LLP	nan	New York, NY	l	l	l	l	l	l	l	l	nan	100	nan	nan
Clorox Co.	nan	Oakland, CA	l	l	l	l	l	l	l	l	nan	100	384.0	nan
CMS Energy Services	nan	Jackson, MI	l	nan	nan	nan	nan	nan	nan	nan	nan	15	350.0	nan
CNA Insurance	nan	Chicago, IL	l	l	l	w	nan	l	l	l	nan	85	nan	nan
CNO Financial Group Inc.	nan	Carmel, IN	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	475.0	nan
Coca-Cola Co., The	nan	Atlanta, GA	l	l	l	l	l	l	l	l	nan	100	72.0	nan
Coca-Cola Enterprises Inc.	nan	Atlanta, GA	l	l	l	w	nan	nan	l	l	nan	75	113.0	nan
Colgate-Palmolive Co.	nan	New York, NY	l	l	l	w	nan	l	l	l	nan	85	151.0	nan
Comcast Corp.	nan	Philadelphia, PA	l	l	l	l	nan	nan	l	l	nan	80	59.0	nan
Comerica Inc.	nan	Dallas, TX	l	l	l	w	l	l	l	l	nan	95	615.0	nan
Commercial Metals	nan	Irving, TX	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	327.0	nan
Community Health Systems Inc.	nan	Franklin, TN	l	l	nan	nan	nan	nan	nan	nan	nan	30	191.0	nan
Compass Bancshares Inc. (BBVA	Compass)	Birmingham, AL	l	nan	l	w	nan	nan	w	l	nan	55	nan	nan
Compass Group uSA Inc.	nan	Charlotte, NC	l	nan	l	w	nan	nan	nan	nan	nan	35	nan	nan
Computer Sciences Corp. (CSC)	nan	Falls Church, VA	l	l	l	w	nan	l	l	l	nan	85	138.0	nan
Compuware Corp.	nan	Detroit, MI	l	l	l	w	nan	nan	w	l	nan	70	nan	nan
ConAgra Foods Inc.	nan	Omaha, NE	l	l	l	w	nan	nan	l	l	nan	75	178.0	nan
ConocoPhillips	nan	Houston, TX	l	nan	l	w	nan	l	l	nan	nan	55	6.0	nan
Consol Energy, Inc.	nan	Canonsburg, PA	l	nan	nan	nan	nan	nan	nan	nan	nan	15	449.0	nan
Consolidated Edison Co.	nan	New York, NY	l	l	l	l	nan	l	l	l	nan	90	175.0	nan
Constellation Energy Group Inc.	nan	Baltimore, MD	l	l	l	l	nan	l	l	l	nan	90	149.0	nan
Convergys Corp.	nan	Cincinnati, OH	l	nan	nan	w	nan	nan	l	l	nan	45	666.0	nan
Con-way Inc.	nan	San Mateo, CA	l	nan	nan	nan	nan	nan	nan	nan	nan	15	483.0	nan
Cooper Tire & Rubber Co.	nan	Findlay, OH	nan	l	nan	w	nan	nan	w	nan	nan	25	678.0	nan
Corbis Corp.	nan	Seattle, WA	l	l	l	w	nan	nan	nan	nan	nan	50	nan	nan
CoreLogic	nan	Santa Ana, CA	l	l	l	l	nan	l	l	l	nan	90	nan	nan
Core-Mark Holding Company Inc.	nan	South San Francisco, CA	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	419.0	nan
Corning Inc.	nan	Corning, NY	l	l	l	l	l	l	l	l	nan	100	391.0	nan
Costco Wholesale Corp.	nan	Issaquah, WA	l	l	l	l	nan	l	l	l	nan	90	25.0	nan
Coventry Health Care	nan	Bethesda, MD	l	nan	nan	nan	nan	nan	nan	nan	nan	15	168.0	nan
Covington & Burling LLP	nan	Washington, DC	l	l	l	l	l	l	l	l	nan	100	nan	44.0
Cox Enterprises Inc.	nan	Atlanta, GA	l	l	l	l	nan	l	l	l	nan	90	nan	nan
Cracker Barrel Old Country Store	nc.	Lebanon, TN	l	nan	nan	w	nan	nan	l	w	nan	35	746.0	nan
Cravath, Swaine & Moore LLP	nan	New York, NY	l	l	l	l	nan	l	l	l	nan	90	nan	46.0
Credit Suisse uSA Inc.	nan	New York, NY	l	l	l	l	l	l	l	l	nan	100	nan	nan
Crowell & Moring LLP	nan	Washington, DC	l	l	l	l	l	l	l	l	nan	100	nan	80.0
Crown Holdings	nan	Philadelphia, PA	l	nan	nan	nan	nan	nan	nan	nan	nan	15	289.0	nan
CSX Corp.	nan	Jacksonville, FL	l	l	l	w	nan	l	l	l	nan	85	259.0	nan
Cummins Inc.	nan	Columbus, IN	l	l	l	l	l	l	l	l	nan	100	218.0	nan
CuNA Mutual Insurance Group	nan	Madison, WI	l	nan	nan	w	nan	nan	l	nan	nan	30	692.0	nan
CVS Caremark Corp.	nan	Woonsocket, RI	l	l	l	w	nan	nan	l	l	nan	75	18.0	nan
Dana Holding Corp.	nan	Maumee, OH	l	nan	nan	nan	nan	nan	nan	nan	nan	15	398.0	nan
Danaher Corp.	nan	Washington, DC	l	nan	nan	nan	nan	nan	nan	nan	nan	15	207.0	nan
Darden Restaurants Inc.	nan	Orlando, FL	l	l	l	l	nan	l	l	l	nan	90	311.0	nan
Davis Polk & Wardwell LLP	nan	New York, NY	l	l	l	l	nan	l	l	l	nan	90	nan	26.0
Davis Wright Tremaine LLP	nan	Seattle, WA	l	l	nan	l	nan	l	l	l	nan	75	nan	100.0
DaVita Inc.	nan	El Segundo, CA	l	nan	nan	nan	nan	nan	nan	nan	nan	15	355.0	nan
Dean Foods Co.	nan	Dallas, TX	l	nan	l	w	nan	nan	w	nan	nan	40	208.0	nan
Debevoise & Plimpton LLP	nan	New York, NY	l	l	l	l	l	l	l	l	nan	100	nan	35.0
Deere & Co.	nan	Moline, IL	l	nan	l	w	nan	nan	l	l	nan	60	107.0	nan
Delhaize America Inc.	nan	Salisbury, NC	l	l	l	l	l	l	l	l	nan	100	nan	nan
Dell Inc.	nan	Round Rock, TX	l	l	l	l	l	l	l	l	nan	100	38.0	nan
Deloitte LLP	nan	New York, NY	l	l	l	l	l	l	l	l	nan	100	nan	nan
Delta Air Lines Inc.	nan	Atlanta, GA	l	l	l	l	nan	l	l	l	nan	90	84.0	nan
Deutsche Bank	nan	New York, NY	l	l	l	l	l	l	l	l	nan	100	nan	nan
Devon Energy Corp.	nan	Oklahoma City, OK	l	l	nan	nan	nan	nan	nan	nan	nan	30	261.0	nan
Dewey & LeBoeuf LLP	nan	New York, NY	l	l	l	l	l	l	l	l	nan	100	nan	19.0
Diageo North America	nan	Norwalk, CT	l	l	l	l	l	l	l	l	nan	100	nan	nan
Dick's Sporting Goods Inc.	nan	Coraopolis, PA	l	nan	nan	nan	nan	nan	nan	nan	nan	15	466.0	nan
Dickstein Shapiro LLP	nan	Washington, DC	l	l	l	l	nan	l	l	l	nan	90	nan	88.0
Dillard's Inc.	nan	Little Rock, AR	l	l	nan	nan	nan	nan	nan	nan	nan	30	348.0	nan
DIRECTV	nan	El Segundo, CA	l	l	l	w	nan	nan	l	l	nan	75	116.0	nan
Discover Financial Services	nan	Riverwoods, IL	l	l	nan	w	nan	nan	w	w	nan	45	286.0	nan
DISH Network Corp.	nan	Englewood, CO	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	200.0	nan
DLA Piper	nan	Baltimore, MD	l	l	l	l	l	l	l	l	nan	100	nan	13.0
Dole Food Co. Inc.	nan	Westlake Village, CA	l	nan	l	nan	nan	nan	nan	nan	nan	30	331.0	nan
Dollar General Corp.	nan	Goodlettsville, TN	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	195.0	nan
Dollar Thrifty Automotive Group In	.	Tulsa, OK	l	l	l	w	nan	l	w	l	nan	80	998.0	nan
Dollar Tree Stores Inc.	nan	Chesapeake, VA	l	l	nan	nan	nan	nan	nan	nan	nan	30	397.0	nan
Dominion Resources Inc.	nan	Richmond, VA	l	l	l	w	nan	l	l	l	nan	85	153.0	nan
Domino's Pizza Inc.	nan	Ann Arbor, MI	l	nan	nan	w	nan	nan	l	w	nan	35	nan	nan
Domtar Corp.	nan	Fort Mill, SC	l	nan	nan	nan	nan	nan	nan	nan	nan	15	383.0	nan
Dorsey & Whitney LLP	nan	Minneapolis, MN	l	l	l	l	l	l	l	l	nan	100	nan	79.0
Dover Corp.	nan	New York, NY	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	367.0	nan
Dow Chemical Co., The	nan	Midland, MI	l	l	l	l	l	l	l	l	nan	100	46.0	nan
Dr Pepper Snapple Group Inc.	nan	Plano, TX	l	l	l	l	nan	nan	nan	w	nan	60	378.0	nan
Drinker Biddle & Reath LLP	nan	Philadelphia, PA	l	l	l	l	nan	l	l	l	nan	90	nan	73.0
DTE Energy Co.	nan	Detroit, MI	l	nan	nan	w	nan	nan	l	l	nan	45	285.0	nan
Duane Morris LLP	nan	Philadelphia, PA	l	l	l	w	nan	l	l	l	nan	85	nan	71.0
Duke Energy Corp.	nan	Charlotte, NC	l	nan	l	w	nan	l	l	l	nan	70	181.0	nan
Dun & Bradstreet Corp., The	nan	Short Hills, NJ	l	nan	l	nan	nan	nan	nan	nan	nan	30	940.0	nan
Dykema Gossett PLLC	nan	Detroit, MI	l	nan	l	w	l	nan	l	l	nan	70	nan	142.0
E&J Gallo Winery	nan	Modesto, CA	l	l	nan	w	nan	nan	l	l	nan	60	nan	nan
E*TRADE Financial Corp.	nan	New York, NY	l	l	l	w	nan	nan	w	w	nan	60	675.0	nan
E. I. du Pont de Nemours and Co.	DuPont)	Wilmington, DE	l	l	l	l	l	l	l	l	nan	100	86.0	nan
EarthLink Inc.	nan	Atlanta, GA	l	l	l	w	nan	nan	w	nan	nan	55	nan	nan
Eastman Chemical Co.	nan	Kingsport, TN	l	nan	nan	nan	nan	nan	nan	nan	nan	15	415.0	nan
Eastman Kodak Co.	nan	Rochester, NY	l	l	l	l	l	l	l	l	nan	100	297.0	nan
Eaton Corp.	nan	Cleveland, OH	l	nan	nan	nan	nan	nan	nan	nan	nan	15	194.0	nan
eBay Inc.	nan	San Jose, CA	l	l	l	l	l	l	l	l	nan	100	267.0	nan
Ecolab Inc.	nan	St. Paul, MN	l	l	l	l	nan	l	l	l	nan	90	365.0	nan
Edison International	nan	Rosemead, CA	l	l	nan	nan	nan	nan	nan	nan	nan	30	187.0	nan
Edwards Angell Palmer & Dodge	LP	Boston, MA	l	l	l	l	l	l	l	l	nan	100	nan	94.0
El Paso Corp	nan	Houston, TX	l	nan	nan	nan	nan	nan	nan	nan	nan	15	447.0	nan
Electronic Arts Inc.	nan	Redwood City, CA	l	l	l	l	nan	l	l	l	nan	90	494.0	nan
Eli Lilly & Co.	nan	Indianapolis, IN	l	l	l	l	l	l	l	l	nan	100	112.0	nan
EMC Corp.	nan	Hopkinton, MA	l	l	l	l	l	l	l	l	nan	100	166.0	nan
EMCOR Group Inc	nan	Norwalk, CT	l	nan	nan	nan	nan	nan	nan	nan	nan	15	377.0	nan
Emerson Electric Co.	nan	St. Louis, MO	l	nan	nan	nan	nan	l	nan	l	nan	40	117.0	nan
Enbridge Energy Partners	nan	Houston, TX	l	nan	nan	nan	nan	nan	nan	nan	nan	15	364.0	nan
Energy Future Holdings Corp	nan	Dallas, TX	l	nan	nan	nan	nan	nan	nan	nan	nan	15	246.0	nan
Energy Transfer Partners, L.P.	nan	Dallas, TX	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	388.0	nan
Entergy Corp.	nan	New Orleans, LA	l	l	l	l	nan	l	l	l	nan	90	219.0	nan
Enterprise Holdings Inc.	nan	St. Louis, MO	l	nan	l	w	nan	nan	l	w	nan	50	nan	nan
EOG Resources	nan	Houston, TX	l	nan	nan	nan	nan	nan	nan	nan	nan	15	434.0	nan
Epstein Becker & Green PC	nan	New York, NY	l	l	l	l	nan	l	l	l	nan	90	nan	143.0
Erie Insurance Group	nan	Erie, PA	l	l	nan	nan	nan	nan	nan	nan	nan	30	484.0	nan
Ernst & Young LLP	nan	New York, NY	l	l	l	l	l	l	l	l	nan	100	nan	nan
Est�e Lauder Companies Inc., Th	nan	New York, NY	l	l	l	w	nan	nan	l	l	nan	75	308.0	nan
Esurance Inc.	nan	San Francisco, CA	l	l	l	l	nan	l	l	l	nan	90	nan	nan
Excellus Health Plan Inc.	nan	Rochester, NY	l	l	l	l	nan	l	l	l	nan	90	nan	nan
Exelon Corp.	nan	Chicago, IL	l	l	l	l	l	l	l	l	nan	100	134.0	nan
Expedia Inc.	nan	Bellevue, WA	l	l	l	l	nan	nan	l	l	nan	80	654.0	nan
Express Scripts Inc.	nan	St. Louis, MO	l	nan	nan	nan	nan	nan	nan	nan	nan	15	96.0	nan
Exxon Mobil Corp.	nan	Irving, TX	nan	nan	nan	nan	nan	nan	nan	nan	l	-25	2.0	nan
Faegre & Benson LLP	nan	Minneapolis, MN	l	l	l	l	l	l	l	l	nan	100	nan	95.0
Family Dollar Stores	nan	Matthews, NC	l	l	nan	nan	nan	nan	nan	nan	nan	30	305.0	nan
Federal Home Loan Mortgage Co	p. (Freddie Mac)	McLean, VA	l	l	l	l	l	l	l	l	nan	100	54.0	nan
Federal National Mortgage Associ	tion (Fannie Mae)	Washington, DC	l	l	l	l	nan	nan	l	l	nan	80	81.0	nan
Federal Reserve Bank of Boston	nan	Boston, MA	l	l	l	l	nan	nan	l	w	nan	70	nan	nan
FedEx Corp.	nan	Memphis, TN	l	l	l	w	nan	nan	l	l	nan	75	60.0	nan
Fenwick & West LLP	nan	Mountain View, CA	l	l	l	l	l	l	l	l	nan	100	nan	136.0
Fidelity National Financial Corp.	nan	Jacksonville, FL	l	l	nan	nan	nan	nan	nan	nan	nan	30	366.0	nan
Fifth Third Bancorp	nan	Cincinnati, OH	l	nan	l	w	nan	l	l	l	nan	70	248.0	nan
Financial Industry Regulatory Auth	rity Inc.	Washington, DC	l	nan	l	l	nan	nan	l	l	nan	65	nan	nan
Finnegan, Henderson, Farabow, G	arrett & Dunner LLP	Washington, DC	l	l	l	l	nan	l	l	l	nan	90	nan	78.0
First American Financial Corp.	nan	Santa Ana, CA	l	nan	nan	nan	nan	nan	nan	nan	nan	15	361.0	nan
First Data Corp.	nan	Atlanta, GA	l	nan	nan	nan	nan	nan	nan	nan	nan	15	250.0	nan
First Horizon National Corp.	nan	Memphis, TN	l	l	l	w	nan	l	l	l	nan	85	773.0	nan
FirstEnergy Corp.	nan	Akron, OH	l	nan	nan	nan	nan	nan	nan	nan	nan	15	179.0	nan
Fiserv Inc.	nan	Brookfield, WI	l	nan	nan	nan	nan	nan	nan	nan	nan	15	491.0	nan
Fish & Richardson PC	nan	Boston, MA	l	l	l	l	nan	l	l	l	nan	90	nan	68.0
Flowserve	nan	Irving, TX	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	473.0	nan
Fluor Corp	nan	Irving, TX	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	111.0	nan
FMC Technologies Inc.	nan	Houston, TX	l	nan	nan	nan	nan	nan	nan	nan	nan	15	467.0	nan
Foley & Lardner LLP	nan	Milwaukee, WI	l	l	l	w	nan	l	l	l	l	60	nan	36.0
Foley Hoag LLP	nan	Boston, MA	l	l	l	w	nan	l	l	l	nan	85	nan	165.0
Foot Locker Inc.	nan	New York, NY	l	nan	nan	nan	nan	nan	nan	nan	nan	15	428.0	nan
Ford Motor Co.	nan	Dearborn, MI	l	l	l	l	l	l	l	l	nan	100	8.0	nan
Fortune Brands Inc.	nan	Deerfield, IL	l	nan	nan	nan	nan	nan	nan	nan	nan	15	351.0	nan
Franklin Resources Inc.	nan	San Mateo, CA	l	nan	l	l	nan	nan	nan	nan	nan	40	495.0	nan
Freeport-McMoRan Copper & Gol	Inc	Phoenix, AZ	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	154.0	nan
Freescale Semiconductor Inc.	nan	Austin, TX	l	l	l	l	nan	nan	l	l	nan	80	nan	nan
Fried, Frank, Harris, Shriver & Jaco	son LLP	New York, NY	l	l	l	l	l	l	l	l	nan	100	nan	65.0
Frontier Oil Corp.	nan	Houston, TX	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	488.0	nan
Frost Brown Todd LLC	nan	Cincinnati, OH	l	l	l	l	nan	l	l	l	nan	90	nan	148.0
Fulbright & Jaworski LLP	nan	Houston, TX	l	l	l	l	nan	l	l	l	nan	90	nan	40.0
Galloway, Johnson, Tompkins, Bur	& Smith, PLC	New Orleans, LA	l	l	l	l	nan	l	l	l	nan	90	nan	nan
GameStop Corp.	nan	Grapevine, TX	l	l	nan	l	nan	l	l	l	nan	75	255.0	nan
Gannett Co. Inc.	nan	McLean, VA	l	nan	l	w	nan	nan	l	nan	nan	45	370.0	nan
Gap Inc.	nan	San Francisco, CA	l	l	l	l	l	l	l	l	nan	100	162.0	nan
