IndyMac Bancorp Inc. Pasadena, CA	NaN	869.0	NaN	NaN	100.0	NaN	NaN	NaN	NaN
ING North America Insurance Corp. Atlanta, GA	NaN	NaN	NaN	NaN	100.0	100.0	NaN	NaN	NaN
Intel Corp. Santa Clara, CA	NaN	49.0	NaN	NaN	100.0	100.0	NaN	NaN	NaN
International Business Machines	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Corp. (IBM) Armonk, NY	NaN	10.0	NaN	NaN	100.0	100.0	NaN	NaN	NaN
International Paper Co. Stamford, CT	NaN	82.0	NaN	NaN	70.0	85.0	NaN	NaN	NaN
Interpublic Group of Companies Inc. New York, NY	NaN	348.0	NaN	NaN	60.0	75.0	NaN	NaN	NaN
Intuit Inc. Mountain View, CA	NaN	779.0	NaN	NaN	100.0	100.0	NaN	NaN	NaN
ITT Industries Inc. White Plains, NY	NaN	291.0	NaN	NaN	90.0	95.0	NaN	NaN	NaN
J.C. Penney Co. Inc. Plano, TX	NaN	118.0	NaN	NaN	100.0	50.0	NaN	NaN	NaN
J.P. Morgan Chase & Co. New York, NY	NaN	17.0	NaN	NaN	100.0	100.0	NaN	NaN	NaN
Jenner & Block LLP Chicago, IL	NaN	NaN	NaN	72.0	100.0	100.0	NaN	NaN	NaN
JetBlue Airways Corp. Forest Hills, NY	NaN	896.0	NaN	NaN	80.0	NaN	NaN	NaN	NaN
John Hancock Financial Services Inc. Boston, MA	NaN	NaN	93.0	93.0	NaN	NaN	NaN	NaN	NaN
Johnson & Johnson New Brunswick, NJ	32.0	NaN	100.0	100.0	NaN	NaN	NaN	NaN	NaN
Kaiser Permanente Oakland, CA	NaN	NaN	100.0	100.0	NaN	NaN	NaN	NaN	NaN
Katten Muchin Zavis Chicago, IL	NaN	60.0	85.0	NaN	NaN	NaN	NaN	NaN	NaN
Kaye Scholer LLP New York, NY	NaN	62.0	80.0	NaN	NaN	NaN	Location	NaN	NaN
KB Home Los Angeles, CA	254.0	NaN	75.0	15.0	NaN	NaN	NaN	NaN	NaN
Keane Inc. Boston, MA	NaN	NaN	50.0	50.0	NaN	NaN	NaN	NaN	NaN
Kelley Drye & Warren LLP New York, NY	NaN	122.0	85.0	NaN	NaN	NaN	NaN	NaN	NaN
Kellogg Co. Battle Creek, MI	233.0	NaN	35.0	50.0	NaN	NaN	NaN	NaN	NaN
KeyCorp Cleveland, OH	325.0	NaN	100.0	75.0	NaN	NaN	2006 Forbes 200	NaN	NaN
Keyspan Corp Brooklyn, NY	295.0	NaN	100.0	100.0	NaN	NaN	NaN	NaN	NaN
Kilpatrick Stockton LLP Atlanta, GA	NaN	82.0	90.0	63.0	NaN	NaN	NaN	NaN	NaN
Kimberly-Clark Corp. Irving, TX	140.0	NaN	85.0	85.0	NaN	NaN	2006 AmLaw 200	NaN	NaN
Kimpton Hotel & Restaurant	NaN	NaN	NaN	NaN	NaN	NaN	2008 CEI Rating	NaN	NaN
Group Inc. San Francisco, CA	NaN	NaN	100.0	100.0	NaN	NaN	NaN	NaN	NaN
King & Spalding Atlanta, GA	NaN	38.0	95.0	NaN	NaN	NaN	2006 CEI Rating	NaN	NaN
Kirkland & Ellis Chicago, IL	NaN	9.0	100.0	NaN	NaN	NaN	NaN	NaN	NaN
KLA-Tencor San Jose, CA	780.0	NaN	73.0	73.0	NaN	NaN	NaN	NaN	NaN
KPMG LLP New York, NY	NaN	NaN	100.0	100.0	NaN	NaN	NaN	NaN	NaN
Kraft Foods Inc. Northfield, IL	NaN	NaN	100.0	100.0	NaN	NaN	2a	NaN	NaN
Kramer Levin Naftalis & Frankel LLP New York, NY	NaN	89.0	100.0	NaN	NaN	NaN	NaN	NaN	NaN
Kroger Co., The Cincinnati, OH	21.0	NaN	75.0	35.0	NaN	NaN	NaN	NaN	NaN
L.L. Bean Inc. Freeport, ME	NaN	NaN	73.0	73.0	NaN	NaN	2c	NaN	NaN
Laclede Group Inc. St. Louis, MO	930.0	NaN	5.0	NaN	NaN	NaN	3a	NaN	NaN
Land O'Lakes Arden Hills, MN	301.0	NaN	53.0	53.0	NaN	NaN	NaN	NaN	NaN
LaSalle Bank Corp. Chicago, IL	NaN	NaN	95.0	65.0	NaN	NaN	NaN	NaN	NaN
Latham & Watkins LLP New York, NY	NaN	2.0	100.0	NaN	NaN	NaN	3c	NaN	NaN
Lear Corp. Southfield, MI	127.0	NaN	20.0	20.0	NaN	NaN	NaN	NaN	NaN
LeBoeuf, Lamb, Greene & MacRae New York, NY	NaN	51.0	80.0	NaN	NaN	NaN	NaN	NaN	NaN
5Lehman Brothers Holdings New York, NY	62.0	NaN	100.0	100.0	NaN	NaN	NaN	NaN	NaN
Levi Strauss & Co. San Francisco, CA	484.0	53.0	100.0	100.0	NaN	NaN	6	NaN	NaN
Lexmark International Inc. Lexington, KY	415.0	NaN	100.0	100.0	NaN	NaN	NaN	NaN	NaN
Lillian Vernon Corp. White Plains, NY	NaN	NaN	55.0	55.0	NaN	NaN	NaN	NaN	NaN
Lincoln National Corp. Philadelphia, PA	396.0	NaN	95.0	95.0	NaN	NaN	NaN	NaN	NaN
Littler Mendelson PC San Francisco, CA	NaN	105.0	95.0	NaN	NaN	NaN	NaN	NaN	NaN
Liz Claiborne Inc. New York, NY	440.0	NaN	100.0	100.0	NaN	NaN	NaN	NaN	NaN
Lockheed Martin Corp. Bethesda, MD	52.0	NaN	85.0	80.0	NaN	NaN	NaN	NaN	NaN
Lord, Bissell & Brook Chicago, IL	NaN	136.0	80.0	NaN	NaN	NaN	NaN	NaN	NaN
Luce Forward Hamilton &	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Scripps LLP San Diego, CA	NaN	200.0	70.0	NaN	NaN	NaN	NaN	NaN	NaN
Macy's Inc. Cincinnati, OH	87.0	NaN	100.0	80.0	NaN	NaN	NaN	NaN	NaN
Manatt, Phelps & Phillips LLP Los Angeles, CA	NaN	106.0	93.0	NaN	NaN	NaN	NaN	NaN	NaN
Marriott International Inc. Washington, DC	203.0	NaN	100.0	75.0	NaN	NaN	NaN	NaN	NaN
Marsh & McLennan Companies Inc. New York, NY	186.0	NaN	78.0	30.0	NaN	NaN	NaN	NaN	NaN
Massachusetts Mutual Life	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Insurance Co. Springfield, MA	92.0	NaN	100.0	93.0	NaN	NaN	NaN	NaN	NaN
MasterCard Inc.	Purchase, NY	627.0	NaN	NaN	100.0	80.0	NaN	NaN	NaN
Mattel Inc.	El Segundo, CA	416.0	NaN	NaN	88.0	88.0	NaN	NaN	NaN
McAfee Inc.	Santa Clara, CA	NaN	NaN	NaN	53.0	NaN	NaN	NaN	NaN
McCarter & English	Newark, NJ	NaN	NaN	126.0	90.0	NaN	NaN	NaN	NaN
McDermott Will & Emery LLP	Chicago, IL	NaN	NaN	17.0	100.0	100.0	NaN	NaN	NaN
McDonald's Corp.	Oak Brook, IL	109.0	NaN	NaN	85.0	85.0	NaN	NaN	Headquarters
McGraw-Hill Companies Inc., The	New York, NY	359.0	NaN	NaN	80.0	75.0	NaN	NaN	NaN
McKinsey & Co. Inc.	New York, MA	NaN	65.0	NaN	100.0	100.0	NaN	NaN	NaN
MeadWestvaco Corp.	Glen Allen, VA	322.0	NaN	NaN	80.0	80.0	NaN	NaN	NaN
Medtronic Inc.	Minneapolis, MN	235.0	NaN	NaN	85.0	75.0	NaN	NaN	2006 Fortune 1000
Meijer	Grand Rapids, MI	NaN	10.0	NaN	0.0	0.0	NaN	NaN	NaN
Mellon Financial Corp.	Pittsburgh, PA	377.0	NaN	NaN	100.0	100.0	NaN	NaN	NaN
Merck & Co. Inc. Whitehouse Station, NJ	95.0	NaN	NaN	100.0	100.0	NaN	NaN	2006 AmLaw 200
Merrill Lynch & Co.	New York, NY	34.0	NaN	NaN	100.0	100.0	NaN	NaN	NaN
MetLife Inc.	New York, NY	35.0	NaN	NaN	100.0	100.0	NaN	NaN	2008 CEI Rating
MGM Mirage	Las Vegas, NV	334.0	NaN	NaN	85.0	85.0	NaN	NaN	NaN
Microsoft Corp.	Redmond, WA	48.0	NaN	NaN	100.0	100.0	NaN	NaN	2006 CEI Rating
Miller Brewing Co.	Milwaukee, WI	NaN	NaN	NaN	90.0	90.0	NaN	NaN	NaN
Mintz, Levin, Cohn, Ferris, Glovsky	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
& Popeo	Boston, MA	NaN	NaN	91.0	100.0	95.0	NaN	NaN	1b
Mirant Corp.	Atlanta, GA	479.0	NaN	NaN	45.0	45.0	NaN	NaN	NaN
Mitchell Gold + Bob Williams	Taylorsville, NC	NaN	NaN	NaN	100.0	100.0	NaN	NaN	NaN
Morgan Stanley	New York, NY	30.0	NaN	NaN	100.0	100.0	NaN	NaN	2b
Morningstar Inc.	Chicago, IL	NaN	NaN	NaN	65.0	40.0	NaN	NaN	NaN
Morrison & Foerster LLP	San Francisco, CA	NaN	NaN	22.0	100.0	100.0	NaN	NaN	NaN
Motorola Inc.	Schaumburg, IL	54.0	NaN	NaN	100.0	100.0	NaN	NaN	3a
Mutual of Omaha Insurance	Omaha, NE	491.0	NaN	NaN	75.0	75.0	NaN	NaN	3b
National City Corp.	Cleveland, OH	213.0	NaN	NaN	58.0	58.0	NaN	NaN	NaN
National Grid USA	Westborough, MA	NaN	NaN	NaN	100.0	75.0	NaN	NaN	NaN
Nationwide	Columbus, OH	98.0	NaN	NaN	100.0	100.0	NaN	NaN	4
Navistar International Corp.	Warrenville, IL	201.0	NaN	NaN	30.0	30.0	NaN	NaN	NaN
NCR Corp.	Dayton, OH	357.0	NaN	NaN	100.0	100.0	NaN	NaN	NaN
Nestle Purina PetCare Co.	St. Louis, MO	NaN	NaN	NaN	15.0	15.0	NaN	NaN	NaN
New York Life Insurance Co.	New York, NY	74.0	NaN	NaN	85.0	78.0	NaN	NaN	NaN
New York Times Co.	New York, NY	557.0	NaN	NaN	100.0	100.0	NaN	NaN	NaN
Newell Rubbermaid Inc.	Atlanta, GA	332.0	NaN	NaN	100.0	55.0	NaN	NaN	NaN
Nielsen Co., The	Schaumburg, IL	NaN	NaN	NaN	85.0	50.0	NaN	NaN	NaN
Nike Inc.	Beaverton, OR	163.0	NaN	NaN	100.0	100.0	NaN	NaN	NaN
Nissan North America Inc.	Nashville, TN	NaN	NaN	NaN	50.0	15.0	NaN	NaN	NaN
Nixon Peabody LLP	Rochester, NY	NaN	NaN	64.0	100.0	100.0	NaN	NaN	NaN
Nokia	Irving, TX	NaN	NaN	NaN	50.0	50.0	NaN	NaN	NaN
Nordstrom Inc.	Seattle, WA	293.0	NaN	NaN	100.0	100.0	NaN	NaN	NaN
Nortel Networks Corp.	Richardson, TX	NaN	NaN	NaN	85.0	NaN	NaN	NaN	NaN
Northeast Utilities System	Berlin, CT	304.0	NaN	NaN	80.0	80.0	NaN	NaN	NaN
Northern Trust Corp.	Chicago, IL	533.0	NaN	NaN	100.0	95.0	NaN	NaN	NaN
