company_name	location	cei_2016	cei_2015	forbes_1000
Sutherland Asbill & Brennan LLP	Atlanta, GA		93.0	100.0
Symantec Corp.	Mountain View, CA			100.0
T-Mobile USA Inc.	Bellevue, WA			50.0
Target Corp.	Minneapolis, MN			100.0
TD Bank N.A.	Wilmington , DE			100.0
Association - College Retirement	New York, NY			100.0
Tech Data Corp.	Clearwater, FL			100.0
Tenet Healthcare	Dallas, TX			40.0
Texas Instruments Inc.	Dallas, TX			100.0
Thompson Coburn LLP	St. Louis, MO		167.0	100.0
Thomson Reuters	New York, NY			75.0
Tiffany & Co.	New York, NY			73.0
Time Warner Inc.	New York, NY			100.0
"TJX Companies, Inc., The"	Framingham, MA			100.0
Toyota Financial Services Corp.	Torrance, CA			100.0
Toyota Motor Sales USA Inc.	Torrance, CA			100.0
Toys ‘R’ Us Inc.	Wayne, NJ	17.0		70.0
Travel Impressions Ltd.	Farmingdale, NY			88.0
"Travelers Companies Inc., The"	St. Paul, MN			50.0
Travelport Ltd.	Parsippany, NJ	176.0		100.0
Troutman Sanders LLP	Atlanta, GA		75.0	100.0
U.S. Bancorp	Minneapolis, MN			100.0
U.S. Foodservice Inc.	Rosemont, IL	11.0		58.0
UAL Corp. (United Airlines)	Chicago, IL			88.0
UBS AG	Stamford, CT			100.0
Unilever	Englewood Cliffs, NJ			100.0
Union Pacific Corp.	Omaha, NE			43.0
Unisys Corp.	Blue Bell, PA			70.0
United Business Media LLC	Manhasset, NY			100.0
United Parcel Service Inc. (UPS)	Atlanta, GA			100.0
United Technologies Corp.	Hartford, CT			80.0
UnitedHealth Group Inc.	Minnetonka, MN			100.0
Unum Group	Chattanooga, TN			88.0
US Airways Group Inc.	Tempe, AZ			100.0
Verizon Communications Inc.	New York, NY			70.0
Vertis Inc.	Baltimore, MD			30.0
Viacom Inc.	New York, NY			100.0
Vinson & Elkins LLP	Houston, TX		45.0	100.0
Virgin America	Burlingame, CA			80.0
Visa	San Francisco, CA			100.0
Vision Service Plan	Rancho Cordova, CA			65.0
Visteon Corp.	Van Buren Township, MI			100.0
Volkswagen of America Inc.	Herndon, VA			100.0
"Vorys, Sater, Seymour & Pease LLP"	Columbus, OH		154.0	80.0
"Wachtell, Lipton, Rosen & Katz LLP"	New York, NY		48.0	100.0
Walgreen Co.	Deerfield, IL		100.0	100.0
Wal-Mart Stores Inc.	Bentonville, AR		40.0	40.0
Walt Disney Co.	Burbank, CA		100.0	100.0
Waste Management Inc.	Houston, TX		85.0	85.0
"Weil, Gotshal & Manges LLP"	New York, NY	10.0	100.0	100.0
WellPoint Inc.	Indianapolis, IN		95.0	95.0
Wells Fargo & Co.	San Francisco, CA		100.0	100.0
Weyerhaeuser Co.	Federal Way, WA		70.0	75.0
Whirlpool Corp.	Benton Harbor, MI		100.0	100.0
White & Case LLP	New York, NY	6.0	100.0	100.0
Whole Foods Market Inc.	Austin, TX		85.0	90.0
"2008 AmLaw 200Wildman, Harrold, Allen & Dixon LLP"	Chicago, IL		80.0	80.0
Williams Companies Inc.	Tulsa, OK		80.0	55.0
Willkie Farr & Gallagher LLP	New York, NY	44.0	100.0	85.0
	Washington, DC	17.0	100.0	100.0
Wilson Sonsini Goodrich & Rosati PC	Palo Alto, CA	52.0	100.0	100.0
1bWinston & Strawn LLP	Chicago, IL	34.0	100.0	100.0
Wisconsin Energy Corp.	Milwaukee, WI		55.0	55.0
	Winston-Salem, NC	94.0	65.0	65.0
WPP Group USA	New York, NY		93.0	93.0
Wyeth	Madison, NJ		80.0	80.0
Wyndham Worldwide Corp.	Parsippany, NJ		95.0	100.0
Wynn Resorts Ltd.	Las Vegas, NV		100.0	
Xcel Energy Inc.	Minneapolis, MN		95.0	60.0
Xerox Corp.	Norwalk, CT		100.0	100.0
Yahoo! Inc.	Sunnyvale, CA		100.0	100.0
YRC Worldwide Inc.	Overland Park, KS		30.0	30.0
Yum! Brands Inc.	Louisville, KY		65.0	65.0
Zurich North America	Schaumburg, IL		65.0	65.0
Levi Strauss & Co.	San Francisco, CA	86	100	100.1
Liz Claiborne Inc.	New York, NY		100.0	100.0
Nike Inc.	Beaverton, OR		100.0	100.0
"TJX Companies, Inc., The"	Framingham, MA		100.0	100.0
Kenneth Cole Productions Inc.	New York, NY		95.0	95.0
L.L. Bean Inc.	Freeport, ME		78.0	73.0
Jones Apparel Group Inc.	New York, NY		45.0	45.0
Chrysler LLC	Auburn Hills, MI	3	100	100.1
Ford Motor Co.	Dearborn, MI		100	100.0
General Motors Corp.	Detroit, MI		100	100.0
Subaru of America Inc.	Cherry Hill, NJ		100	100.0
Toyota Motor Sales USA Inc.	Torrance, CA		100	100.0
Visteon Corp.	Van Buren Township, MI		100	100.0
Volkswagen of America Inc.	Herndon, VA		100	100.0
Bridgestone Americas Holding Inc.	Nashville, TN		80	80.0
Hertz Global Holdings Inc.	Park Ridge, NJ		70	
Nissan North America Inc.	Franklin, TN	50.0	50.0	
Delphi Corp.	Troy, MI	45.0	45.0	
Cooper Tire & Rubber Co.	Findlay, OH	33.0	33.0	
Dana Holding Corp.	Toledo, OH	20.0	20.0	
Lear Corp.	Southfield, MI	20.0	20.0	
Aon Corp.	Chicago, IL	100.0	100.0	
"Bank of New York Mellon Corp., The"	New York, NY	100.0	100.0	
Capital One Financial Corp.	McLean, VA	100.0	100.0	
"Charles Schwab Corp., The"	San Francisco, CA	100.0	100.0	
Citigroup Inc.	New York, NY	100.0	100.0	
Credit Suisse USA Inc.	New York, NY	100.0	100.0	
	McLean, VA	100.0	85.0	
	Washington, DC	100.0	100.0	
Harris Bankcorp Inc.	Chicago, IL	100.0	90.0	
HSBC - North America	Mettawa, IL	100.0	100.0	
KeyCorp	Cleveland, OH	100.0	100.0	
MasterCard Inc.	Purchase, NY	100.0	100.0	
Raymond James Financial Inc.	St. Petersburg, FL	100.0	100.0	
RBC Wealth Management	Minneapolis, MN	100.0		
State Street Corp.	Boston, MA	100.0	100.0	
SunTrust Banks Inc.	Atlanta, GA	100.0	100.0	
TD Bank N.A.	Wilmington , DE	100.0		
Toyota Financial Services Corp.	Torrance, CA	100.0	100.0	
U.S. Bancorp	Minneapolis, MN	100.0	100.0	
UBS AG	Stamford, CT	100.0	100.0	
Visa	San Francisco, CA	100.0	100.0	
Canadian Imperial Bank of Commerce	New York, NY	95.0	95.0	
Morningstar Inc.	Chicago, IL	95.0	58.0	
E*TRADE Financial Corp.	New York, NY	93.0	93.0	
Moody’s Corp.	New York, NY	90.0	83.0	
Robert W. Baird & Co. Incorporated	Milwaukee, WI	90.0		
"PNC Financial Services Group Inc., The"	Pittsburgh, PA	85.0	80.0	
AmTrust Bank	Cleveland, OH	83.0	83.0	
Comerica Inc.	Dallas, TX	80.0	80.0	
Fifth Third Bancorp	Cincinnati, OH	80.0	75.0	
Huntington Bancshares Inc.	Columbus, OH	75.0	75.0	
BB&T Corp.	Winston-Salem, NC	73.0	48.0	
H&R Block Inc.	Kansas City, MO	65.0	65.0	
SLM Corp. (Sallie Mae)	Reston, VA	60.0	60.0	
Discover Financial Services	Riverwoods, IL	58.0	58.0	
Chamberlin Edmonds & Associates Inc.	Atlanta, GA	53.0	68.0	
Franklin Resources Inc.	San Mateo, CA	50.0	50.0	
"Dun & Bradstreet Corp., The"	Short Hills, NJ	35.0	35.0	
"Dow Chemical Co., The"	Midland, MI	100.0	100.0	
Ecolab Inc.	St. Paul, MN	100.0		
Monsanto Co.	St. Louis, MO	100.0	85.0	
Bayer Corp.	Pittsburgh, PA	80.0	80.0	
Air Products & Chemicals Inc.	Allentown, PA	75.0	75.0	
PPG Industries Inc.	Pittsburgh, PA	45.0	45.0	
Praxair Inc.	Danbury, CT	45.0	25.0	
Xerox Corp.	Norwalk, CT		100.0	100.0
EMC Corp.	Hopkinton, MA		95.0	95.0
CDW Corp.	Vernon Hills, IL	34.0	88.0	88.0
Avaya Inc.	Basking Ridge, NJ	65.0	85.0	85.0
Pitney Bowes Inc.	Stamford, CT		70.0	85.0
Seagate Technology LLC	Scotts Valley, CA		60.0	60.0
Acer Inc.	Irvine, CA		50.0	50.0
Software House International	Somerset, NJ	191.0	40.0	40.0
Avnet Inc.	Phoenix, AZ		30.0	30.0
Accenture Ltd.	New York, NY		100.0	100.0
Bain & Co. Inc. (& Bridgespan Group Inc.)	Boston, MA		100.0	100.0
Booz Allen Hamilton Inc.	McLean, VA	107.0	100.0	80.0
Boston Consulting Group	Boston, MA	194.0	100.0	100.0
Deloitte LLP	New York, NY		100.0	100.0
Ernst & Young LLP	New York, NY	9.0	100.0	100.0
Hewitt Associates	Lincolnshire, IL		100.0	100.0
	Armonk, NY		100.0	100.0
KPMG LLP	New York, NY		100.0	100.0
Marsh & McLennan Companies Inc.	New York, NY		100.0	100.0
McKinsey & Co. Inc.	New York, NY	60.0	100.0	100.0
Navigant Consulting Inc.	Chicago, IL		100.0	
"Nielsen Co., The"	Schaumburg, IL		100.0	100.0
PricewaterhouseCoopers LLP	New York, NY	5.0	100.0	100.0
Harris Interactive Inc.	Rochester, NY		93.0	93.0
Robert Half International Inc.	Menlo Park, CA		93.0	
Adecco North America LLC	Melville, NY		85.0	85.0
Convergys Corp.	Cincinnati, OH		80.0	80.0
Aramark Corp.	Philadelphia, PA	20.0	75.0	75.0
Capgemini U.S.	New York, NY		60.0	
AMC Entertainment Inc.	Kansas City, MO	166	100	63
Clear Channel Communications Inc.	San Antonio, TX		100.0	100.0
Cox Enterprises Inc.	Atlanta, GA	15.0	100.0	100.0
Time Warner Inc.	New York, NY		100.0	100.0
Viacom Inc.	New York, NY		100.0	100.0
Walt Disney Co.	Burbank, CA		100.0	100.0
Comcast Corp.	Philadelphia, PA		95.0	80.0
Corbis Corp.	Seattle, WA		80.0	80.0
Live Nation Inc.	Beverly Hills, CA		80.0	
SIRIUS XM Radio Inc.	New York, NY		80.0	80.0
Thomson Reuters	New York, NY		75.0	95.0
Safeway Inc.	Pleasanton, CA		75.0	75.0
Sara Lee Corp.	Downers Grove, IL		75.0	75.0
Dean Foods Co.	Dallas, TX		73.0	73.0
Mars Inc.	Mt. Olive, NJ	6.0	73.0	48.0
Hain Celestial Group Inc.	Melville, NY		70.0	55.0
"Hershey Co., The"	Hershey, PA		70.0	70.0
Burger King Corp.	Miami, FL		68.0	
H.J. Heinz Co.	Pittsburgh, PA		68.0	68.0
Kellogg Co.	Battle Creek, MI		65.0	60.0
Yum! Brands Inc.	Louisville, KY		65.0	65.0
Gastronomy Inc.	Salt Lake City, UT		63.0	
Domino’s Pizza Inc.	Ann Arbor, MI		60.0	60.0
U.S. Foodservice Inc.	Rosemont, IL	11.0	58.0	58.0
Land O’Lakes Inc.	Arden Hills, MN		53.0	53.0
Compass Group USA Inc.	Charlotte, NC		50.0	65.0
Archer Daniels Midland Co.	Decatur, IL		40.0	15.0
C&S Wholesale Grocers Inc.	Keene, NH	12.0	40.0	40.0
Cracker Barrel Old Country Store Inc.	Lebanon, TN		15.0	15.0
Bausch & Lomb Inc.	Rochester, NY	167.0	100.0	100.0
Blue Cross Blue Shield of Florida Inc.	Jacksonville, FL		100.0	
Cardinal Health Inc.	Dublin, OH		100.0	100.0
Health Care Service Corp.	Chicago, IL		100.0	95.0
Kaiser Permanente	Oakland, CA		100.0	100.0
UnitedHealth Group Inc.	Minnetonka, MN		100.0	95.0
CIGNA Corp.	Philadelphia, PA		95.0	95.0
WellPoint Inc.	Indianapolis, IN		95.0	95.0
Harvard Pilgrim Health Care Inc.	Wellesley, MA		93.0	100.0
Health Net Inc.	Woodland Hills, CA		93.0	93.0
	Durham, NC		90.0	
Group Health Cooperative	Seattle, WA		88.0	78.0
Group Health Permanente	Seattle, WA		85.0	
Quest Diagnostics Inc.	Madison, NJ		85.0	85.0
McKesson Corp.	San Francisco, CA		83.0	68.0
Abbott Laboratories	Abbott Park, IL		80.0	80.0
Baxter International Inc.	Deerfield, IL		80.0	80.0
Vision Service Plan	Rancho Cordova, CA		65.0	65.0
Austin Radiological Assn.	Austin, TX		53.0	53.0
Owens & Minor Inc.	Mechanicsville, VA		50.0	55.0
Applied Materials Inc.	Santa Clara, CA		100.0	88.0
Corning Inc.	Corning, NY		100.0	100.0
Eastman Kodak Co.	Rochester, NY		100.0	100.0
Freescale Semiconductor Inc.	Austin, TX	52.0	100.0	100.0
Intel Corp.	Santa Clara, CA		100.0	100.0
Medtronic Inc.	Minneapolis, MN		100.0	95.0
Texas Instruments Inc.	Dallas, TX		100.0	100.0
Advanced Micro Devices Inc.	Sunnyvale, CA		75.0	80.0
ITT Industries Inc.	White Plains, NY		60.0	75.0
Polaroid Corp.	Waltham, MA		60.0	60.0
KLA-Tencor Corp.	Milpitas, CA		58.0	58.0
Nokia Corp.	Irving, TX		50.0	50.0
Carlson Companies Inc.	Minnetonka, MN	87	100	100.1
Harrah’s Entertainment Inc.	Las Vegas, NV	27.0	100.0	100.0
Hyatt Hotels Corp.	Chicago, IL	96.0	100.0	100.0
Kimpton Hotel & Restaurant Group Inc.	San Francisco, CA		100.0	100.0
Marriott International Inc.	Bethesda, MD		100.0	100.0
Starwood Hotels & Resorts Worldwide	White Plains, NY		100.0	100.0
Wynn Resorts Ltd.	Las Vegas, NV		100.0	
Wyndham Worldwide Corp.	Parsippany, NJ		95.0	100.0
Choice Hotels International Inc.	Silver Spring, MD		90.0	
Hilton Hotels Corp.	Beverly Hills, CA	36.0	90.0	90.0
InterContinental Hotels Group Americas	Atlanta, GA		85.0	
MGM Mirage	Las Vegas, NV		85.0	85.0
Host Hotels & Resorts Inc.	Bethesda, MD		45.0	45.0
Amazon.com Inc.	Seattle, WA	95.0	80.0	
Hanover Direct Inc.	Weehawken, NJ	75.0		
Expedia Inc.	Bellevue, WA	65.0	50.0	
Carlton Fields PA	Tampa, FL	100.0	90.0	
Chapman & Cutler LLP	Chicago, IL	100.0		
"Cleary, Gottlieb, Steen & Hamilton LLP"	New York, NY	100.0	100.0	
"Cravath, Swaine & Moore LLP"	New York, NY	100.0	100.0	
"Davis, Polk & Wardwell LLP"	New York, NY	100.0	95.0	
Debevoise & Plimpton LLP	New York, NY	100.0	100.0	
Dewey & LeBoeuf LLP	New York, NY	100.0	100.0	
Dickstein Shapiro LLP	Washington, DC	100.0	100.0	
Dorsey & Whitney LLP	Minneapolis, MN	100.0	100.0	
Duane Morris LLP	Philadelphia, PA	100.0	95.0	
Edwards Angell Palmer & Dodge LLP	Boston, MA	100.0	100.0	
Fenwick & West LLP	Mountain View, CA	100.0	95.0	
	Washington, DC	100.0	40.0	
Foley & Lardner LLP	Milwaukee, WI	100.0	100.0	
Foley Hoag LLP	Boston, MA	100.0	100.0	
Fulbright & Jaworski LLP	Houston, TX	100.0	85.0	
"Gibson, Dunn & Crutcher LLP"	Los Angeles, CA	100.0	100.0	
Goodwin Procter LLP	Boston, MA	100.0	75.0	
Haynes and Boone LLP	Dallas, TX	100.0	100.0	
Hinshaw & Culbertson LLP	Chicago, IL	100.0		
Hogan & Hartson LLP	Washington, DC	100.0	95.0	
Holland & Knight LLP	Washington, DC	100.0	100.0	
Howrey LLP	Washington, DC	100.0	100.0	
Hunton & Williams LLP	Richmond, VA	100.0	75.0	
Husch Blackwell Sanders LLP	Kansas City, MO	100.0	100.0	
Jenner & Block LLP	Chicago, IL	100.0	100.0	
Kaye Scholer LLP	New York, NY	100.0	80.0	
Kramer Levin Naftalis & Frankel LLP	New York, NY	100.0	100.0	
"Manatt, Phelps & Phillips LLP"	Los Angeles, CA	100.0	100.0	
Mayer Brown LLP	Chicago, IL	100.0	95.0	
McDermott Will & Emery LLP	Chicago, IL	100.0	100.0	
"Milbank, Tweed, Hadley & McCloy LLP"	New York, NY	100.0	85.0	
	Boston, MA	100.0	100.0	
Morgan Lewis & Bockius LLP	Philadelphia, PA	100.0	80.0	
Nixon Peabody LLP	New York, NY	100.0	100.0	
O’Melveny & Myers LLP	Washington, DC	100.0	100.0	
"Orrick, Herrington & Sutcliffe LLP"	San Francisco, CA	100.0	100.0	
Patterson Belknap Webb & Tyler LLP	New York, NY	100.0	100.0	
"Paul, Hastings, Janofsky & Walker LLP"	Los Angeles, CA	100.0	100.0	
Pepper Hamilton LLP	Philadelphia, PA	100.0	90.0	
Perkins Coie LLP	Seattle, WA	100.0	100.0	
Proskauer Rose LLP	New York, NY	100.0	100.0	
Quarles & Brady LLP	Milwaukee, WI	100.0	80.0	
Ropes & Gray LLP	Boston, MA	100.0	100.0	
"Sedgwick, Detert, Moran & Arnold LLP"	San Francisco, CA	100.0	100.0	
Seyfarth Shaw LLP	Chicago, IL	100.0	100.0	
"Shook, Hardy & Bacon LLP"	Kansas City, MO	100.0	85.0	
Sidley Austin LLP	Chicago, IL	100.0	100.0	
	New York, NY	100.0	100.0	
"Squire, Sanders & Dempsey LLP"	Cleveland, OH	100.0	100.0	
Stinson Morrison Hecker LLP	Kansas City, MO	100.0	95.0	
Stoel Rives LLP	Portland, OR	100.0	95.0	
Sullivan & Cromwell LLP	New York, NY	100.0	100.0	
Thompson Coburn LLP	St. Louis, MO	100.0	100.0	
Troutman Sanders LLP	Atlanta, GA	100.0	100.0	
Vinson & Elkins LLP	Houston, TX	100.0	100.0	
"Wachtell, Lipton, Rosen & Katz LLP"	New York, NY	100.0	100.0	
"Weil, Gotshal & Manges LLP"	New York, NY	100.0	100.0	
Willkie Farr & Gallagher LLP	New York, NY	100.0	85.0	
Wilmer Cutler Pickering Hale & Dorr LLP	Washington, DC	100.0	100.0	
Wilson Sonsini Goodrich & Rosati PC	Palo Alto, CA	100.0	100.0	
Winston & Strawn LLP	Chicago, IL	100.0	100.0	
Baker & McKenzie	Chicago, IL	95.0	75.0	
"Cadwalader, Wickersham & Taft LLP"	New York, NY	95.0	95.0	
Crowell & Moring LLP	Washington, DC	95.0	95.0	
Davis Wright Tremaine LLP	Seattle, WA	95.0	85.0	
Drinker Biddle & Reath LLP	Philadelphia, PA	95.0	95.0	
Fish & Richardson PC	Boston, MA	95.0	80.0	
Gordon & Rees LLP	San Francisco, CA	95.0	95.0	
Herrick Feinstein LLP	New York, NY	95.0		
Kelley Drye & Warren LLP	New York, NY	95.0	95.0	
Kilpatrick Stockton LLP	Atlanta, GA	95.0	95.0	
King & Spalding LLP	Atlanta, GA	95.0	95.0	
McGuireWoods LLP	Richmond, VA	95.0	95.0	
Polsinelli Shughart PC	Kansas City, MO	95.0	80.0	
	Los Angeles, CA	95.0	95.0	
Chadbourne & Parke LLP	New York, NY	90.0	90.0	
McCarter & English LLP	Newark, NJ	90.0	90.0	
Frost Brown Todd LLC	Cincinnati, OH	85.0	85.0	
Luce Forward Hamilton & Scripps LLP	San Diego, CA	85.0	80.0	
Steptoe & Johnson LLP	Washington, DC	85.0	85.0	
Greenberg Traurig LLP	Miami, FL	83.0		
Dykema Gossett PLLC	Detroit, MI	80.0	80.0	
Epstein Becker & Green PC	New York, NY	80.0		
"McKenna, Long & Aldridge LLP"	Atlanta, GA	80.0	90.0	
	New York, NY	80.0	80.0	
Schiff Hardin LLP	Chicago, IL	80.0	80.0	
"Schulte, Roth &  Zabel LLP"	New York, NY	80.0	80.0	
"Vorys, Sater, Seymour & Pease LLP"	Columbus, OH	80.0	80.0	
"Wildman, Harrold, Allen & Dixon LLP"	Chicago, IL	80.0	80.0	
Holland & Hart LLP	Denver, CO	75.0		
Locke Lord Bissell & Liddell LLP	Chicago, IL	75.0	80.0	
Reed Smith LLP	Pittsburgh, PA	75.0	75.0	
Andrews Kurth LLP	Houston, TX	70.0	70.0	
	Memphis, TN	70.0	35.0	
Kutak Rock LLP	Omaha, NE	70.0		
Nelson Mullins Riley & Scarborough LLP	Columbia, SC	70.0		
Saul Ewing LLP	Philadelphia, PA	68.0	68.0	
Womble Carlyle Sandridge & Rice PLLC	Winston-Salem, NC	65.0	65.0	
Holme Roberts & Owen LLP	Denver, CO	60.0	60.0	
Howard & Howard Attorneys PLLC	Kalamazoo, MI	48.0	48.0	
Pfizer Inc.	New York, NY	100.0	100.0	
Schering-Plough Corp.	Kenilworth, NJ	100.0	100.0	
CVS Caremark Corp.	Woonsocket, RI	90.0	90.0	
AstraZeneca PLC	Wilmington, DE	80.0	80.0	
Wyeth	Madison, NJ	80.0	80.0	
Amgen Inc.	Thousand Oaks, CA	70.0	70.0	
Sanofi-Aventis U.S. LLC	Bridgewater, NJ	65.0	65.0	
United Business Media LLC	Manhasset, NY	100.0	100.0	
Pearson Inc.	New York, NY	75.0		
Gannett Co. Inc.	McLean, VA	65.0	65.0	
Scholastic Corp.	New York, NY	50.0	50.0	
Limited Brands Inc.	Columbus, OH		95.0	80.0
Mattel Inc.	El Segundo, CA		95.0	93.0
Staples Inc.	Framingham, MA		93.0	93.0
Avon Products Inc.	New York, NY		90.0	60.0
OfficeMax Inc.	Naperville, IL		90.0	80.0
"Home Depot Inc., The"	Atlanta, GA		85.0	85.0
Harry & David Holdings Inc.	Medford, OR		83.0	83.0
Tiffany & Co.	New York, NY		73.0	68.0
Toys ‘R’ Us Inc.	Wayne, NJ	17.0	70.0	65.0
Regis Corp.	Edina, MN		68.0	
"Black & Decker Corp., The"	Towson, MD		50.0	55.0
Hasbro Inc.	Pawtucket, RI		50.0	50.0
"Men’s Wearhouse Inc., The"	Houston, TX		50.0	50.0
Office Depot Inc.	Boca Raton, FL		45.0	60.0
RadioShack Corp.	Fort Worth, TX		40.0	40.0
Wal-Mart Stores Inc.	Bentonville, AR		40.0	40.0
AutoZone Inc.	Memphis, TN		25.0	25.0
Meijer Inc.	Grand Rapids, MI	18.0	20.0	15.0
Motorola Inc.	Schaumburg, IL	100.0	100.0	
Sprint Nextel Corp.	Overland Park, KS	100.0	100.0	
QUALCOMM Inc.	San Diego, CA	95.0	95.0	
EarthLink Inc.	Atlanta, GA	88.0	88.0	
Nortel Networks Corp.	Richardson, TX	85.0	85.0	
	Denver, CO	85.0	80.0	
Verizon Communications Inc.	New York, NY	70.0	70.0	
T-Mobile USA Inc.	Bellevue, WA	50.0	1.0	
