company_name	location	cei_2016	cei_2015	forbes_1000
Archer Daniels Midland Co.	Decatur, IL			40.0
Arent Fox LLP	Washington, DC		127.0	100.0
Arnold & Porter LLP	Washington, DC		55.0	100.0
AstraZeneca PLC	Wilmington, DE			80.0
AT&T Inc.	Dallas, TX			100.0
Austin Radiological Assn.	Austin, TX			53.0
Automatic Data Processing Inc.	Roseland, NJ			100.0
AutoZone Inc.	Memphis, TN			25.0
Avaya Inc.	Basking Ridge, NJ	65.0		85.0
Avis Budget Group Inc.	Parsippany, NJ			80.0
2009 CEI RatingAvnet Inc.	Phoenix, AZ			30.0
Avon Products Inc.	New York, NY			90.0
Bain & Co. Inc. (& Bridgespan Group Inc.)	Boston, MA			100.0
Baker Botts LLP	Houston, TX		49.0	100.0
Baker & Daniels LLP	Indianapolis, IN		174.0	100.0
Baker & McKenzie	Chicago, IL		3.0	95.0
	Memphis, TN		124.0	70.0
Baldor Electric Co.	Fort Smith, AR			20.0
Ball Corp.	Broomfield, CO			43.0
Ballard Spahr LLP	Philadelphia, PA		98.0	100.0
Bank of America Corp.	Charlotte, NC			100.0
"Bank of New York Mellon Corp., The"	New York, NY			100.0
Barclays Capital	New York, NY			95.0
Barnes & Noble Inc.	New York, NY			100.0
BASF Corp.	Florham Park, NJ			100.0
Bausch & Lomb Inc.	Rochester, NY	167.0		100.0
Baxter International Inc.	Deerfield, IL			80.0
Bayer Corp.	Pittsburgh, PA			80.0
BB&T Corp.	Winston-Salem, NC			73.0
Best Buy Co. Inc.	Richfield, MN			100.0
Bingham McCutchen LLP	Boston, MA		30.0	100.0
"Black & Decker Corp., The"	Towson, MD			50.0
Blue Cross Blue Shield of Florida Inc.	Jacksonville, FL			100.0
	Durham, NC			90.0
BMC Software Inc.	Houston, TX			100.0
BNSF Railway Co.	Fort Worth, TX			20.0
Boehringer Ingelheim USA Corp.	Ridgefield, CT			100.0
Boeing Co.	Chicago, IL			100.0
Booz Allen Hamilton Inc.	McLean, VA	107.0		100.0
Borders Group Inc.	Ann Arbor, MI			100.0
Boston Consulting Group	Boston, MA	194.0		100.0
BP America Inc.	Houston, TX			100.0
Bridgestone Americas Holding Inc.	Nashville, TN			80.0
Bright Horizons Family Solutions Inc.	Watertown, MA			100.0
Brinker International Inc.	Dallas, TX			100.0
Bristol-Myers Squibb Co.	New York, NY			100.0
Brown Rudnick LLP	Boston, MA		161.0	100.0
Brown-Forman Corp.	Louisville, KY			85.0
Bryan Cave LLP	St. Louis, MO		60.0	100.0
1bBurger King Corp.	Miami, FL			68.0
C&S Wholesale Grocers Inc.	Keene, NH	12.0		40.0
"Cadwalader, Wickersham & Taft LLP"	New York, NY		47.0	95.0
Calpine Corp.	San Jose, CA			48.0
Campbell Soup Co.	Camden, NJ			100.0
Canadian Imperial Bank of Commerce	New York, NY			95.0
3bCapgemini U.S.	New York, NY			60.0
Capital One Financial Corp.	McLean, VA			100.0
Cardinal Health Inc.	Dublin, OH			100.0
Cargill Inc.	Wayzata, MN	1.0		100.0
Carlson Companies Inc.	Minnetonka, MN	87.0		100.0
Carlton Fields PA	Tampa, FL		179.0	100.0
Carmax Inc.	Richmond, VA			100.0
Caterpillar Inc.	Peoria, IL			75.0
CDW Corp.	Vernon Hills, IL	34.0		88.0
Cerner Corp.	Kansas City, MO			73.0
CH2M HILL Companies Ltd.	Englewood, CO	85.0		80.0
Chadbourne & Parke LLP	New York, NY		97.0	90.0
Chamberlin Edmonds & Associates Inc.	Atlanta, GA			53.0
Chapman & Cutler LLP	Chicago, IL		171.0	100.0
"Charles Schwab Corp., The"	San Francisco, CA			100.0
Chartis	New York, NY			85.0
Chevron Corp.	San Ramon, CA			100.0
Choice Hotels International Inc.	Silver Spring, MD			90.0
Chrysler LLC	Auburn Hills, MI	3.0		100.0
Chubb Corp.	Warren, NJ			100.0
CIGNA Corp.	Philadelphia, PA			95.0
Cisco Systems Inc.	San Jose, CA			100.0
Citigroup Inc.	New York, NY			100.0
Clear Channel Communications Inc.	San Antonio, TX			100.0
"Cleary, Gottlieb, Steen & Hamilton LLP"	New York, NY		21.0	100.0
Clifford Chance US LLP	New York, NY			100.0
Clorox Co.	Oakland, CA			100.0
2008 AmLaw 200CNA Insurance	Chicago, IL			100.0
"Coca-Cola Co., The"	Atlanta, GA			100.0
Coca-Cola Enterprises Inc.	Atlanta, GA			100.0
Colgate-Palmolive Co.	New York, NY			95.0
Comcast Corp.	Philadelphia, PA			95.0
Comerica Inc.	Dallas, TX			80.0
Compass Group USA Inc.	Charlotte, NC			50.0
Computer Sciences Corp.	Falls Church, VA			85.0
Compuware Corp.	Detroit, MI			93.0
ConAgra Foods Inc.	Omaha, NE			90.0
ConocoPhillips	Houston, TX			70.0
Consolidated Edison Co.	New York, NY			95.0
Constellation Energy Group Inc.	Baltimore, MD			100.0
Continental Airlines Inc.	Houston, TX			100.0
Convergys Corp.	Cincinnati, OH			80.0
Cooper Tire & Rubber Co.	Findlay, OH			33.0
Corbis Corp.	Seattle, WA			80.0
Corning Inc.	Corning, NY			100.0
Costco Wholesale Corp.	Issaquah, WA			100.0
Covington & Burling LLP	Washington, DC		61.0	100.0
Cox Enterprises Inc.	Atlanta, GA	15.0		100.0
Cracker Barrel Old Country Store Inc.	Lebanon, TN			15.0
"Cravath, Swaine & Moore LLP"	New York, NY		43.0	100.0
Credit Suisse USA Inc.	New York, NY			100.0
Crowell & Moring LLP	Washington, DC		113.0	95.0
CSX Corp.	Jacksonville, FL			75.0
Cummins Inc.	Columbus, IN			100.0
CUNA Mutual Insurance Group	Madison, WI		65.0	65.0
CVS Caremark Corp.	Woonsocket, RI		90.0	90.0
Dana Holding Corp.	Toledo, OH		20.0	20.0
Darden Restaurants Inc.	Orlando, FL		80.0	80.0
Davis Wright Tremaine LLP	Seattle, WA	117.0	95.0	85.0
"Davis, Polk & Wardwell LLP"	New York, NY	26.0	100.0	95.0
Dean Foods Co.	Dallas, TX		73.0	73.0
Debevoise & Plimpton LLP	New York, NY	33.0	100.0	100.0
Deere & Co.	Moline, IL		33.0	33.0
Dell Inc.	Round Rock, TX		100.0	100.0
Deloitte LLP	New York, NY		100.0	100.0
2008 AmLaw 200Delphi Corp.	Troy, MI		45.0	45.0
Delta Air Lines Inc.	Atlanta, GA		100.0	85.0
Deutsche Bank	New York, NY		100.0	100.0
Dewey & LeBoeuf LLP	New York, NY	49.0	100.0	100.0
Diageo North America	Norwalk, CT		100.0	100.0
Dickstein Shapiro LLP	Washington, DC	91.0	100.0	100.0
Discover Financial Services	Riverwoods, IL		58.0	58.0
DLA Piper	Baltimore, MD	11.0	100.0	100.0
Dollar Thrifty Automotive Group Inc.	Tulsa, OK		93.0	83.0
Dominion Resources Inc.	Richmond, VA		95.0	90.0
Domino’s Pizza Inc.	Ann Arbor, MI		60.0	60.0
Dorsey & Whitney LLP	Minneapolis, MN	73.0	100.0	100.0
"Dow Chemical Co., The"	Midland, MI		100.0	100.0
Drinker Biddle & Reath LLP	Philadelphia, PA	74.0	95.0	95.0
DTE Energy Co.	Detroit, MI		75.0	75.0
Duane Morris LLP	Philadelphia, PA	71.0	100.0	95.0
Duke Energy Corp.	Charlotte, NC		80.0	75.0
"Dun & Bradstreet Corp., The"	Short Hills, NJ		35.0	35.0
Dykema Gossett PLLC	Detroit, MI	151.0	80.0	80.0
E*TRADE Financial Corp.	New York, NY		93.0	93.0
	Wilmington, DE		100.0	100.0
EarthLink Inc.	Atlanta, GA		88.0	88.0
Eastman Kodak Co.	Rochester, NY		100.0	100.0
eBay Inc.	San Jose, CA		100.0	100.0
Ecolab Inc.	St. Paul, MN		100.0	
Edison International	Rosemead, CA		35.0	35.0
Edwards Angell Palmer & Dodge LLP	Boston, MA	81.0	100.0	100.0
Electronic Arts Inc.	Redwood City, CA			100.0
Eli Lilly & Co.	Indianapolis, IN			100.0
EMC Corp.	Hopkinton, MA			95.0
Emerson Electric Co.	St. Louis, MO			45.0
Entergy Corp.	New Orleans, LA			95.0
Enterprise Rent-A-Car Co.	St. Louis, MO	21.0		80.0
Epstein Becker & Green PC	New York, NY		126.0	80.0
Ernst & Young LLP	New York, NY	9.0		100.0
Estee Lauder Companies	New York, NY			100.0
Esurance Inc.	San Francisco, CA			100.0
Exelon Corp.	Chicago, IL			95.0
2008 AmLaw 200Expedia Inc.	Bellevue, WA			65.0
Exxon Mobil Corp.	Irving, TX			0.0
Faegre & Benson LLP	Minneapolis, MN		94.0	100.0
	McLean, VA			100.0
	Washington, DC			100.0
FedEx Corp.	Memphis, TN			70.0
Fenwick & West LLP	Mountain View, CA		141.0	100.0
Fifth Third Bancorp	Cincinnati, OH			80.0
	Washington, DC		86.0	100.0
Fish & Richardson PC	Boston, MA		72.0	95.0
Foley & Lardner LLP	Milwaukee, WI		32.0	100.0
Foley Hoag LLP	Boston, MA		158.0	100.0
Food Lion LLC	Salisbury, NC			100.0
Ford Motor Co.	Dearborn, MI			100.0
Franklin Resources Inc.	San Mateo, CA			50.0
6Freescale Semiconductor Inc.	Austin, TX	52.0		100.0
	New York, NY		51.0	100.0
Frost Brown Todd LLC	Cincinnati, OH		169.0	85.0
Fulbright & Jaworski LLP	Houston, TX		37.0	100.0
GameStop Corp.	Grapevine, TX			100.0
Gannett Co. Inc.	McLean, VA			65.0
Gap Inc.	San Francisco, CA			100.0
Gastronomy Inc.	Salt Lake City, UT			63.0
	South San Francisco,			
General Dynamics Corp.	Falls Church, VA			40.0
General Electric Co.	Fairfield, CT			80.0
General Mills Inc.	Minneapolis, MN			100.0
General Motors Corp.	Detroit, MI			100.0
"Gibson, Dunn & Crutcher LLP"	Los Angeles, CA		20.0	100.0
	Research Triangle Park,			
"Goldman Sachs Group Inc., The"	New York, NY			100.0
Goodwin Procter LLP	Boston, MA		42.0	100.0
Google Inc.	Mountain View, CA			100.0
Gordon & Rees LLP	San Francisco, CA		164.0	95.0
Greenberg Traurig LLP	Miami, FL		8.0	83.0
Group Health Cooperative	Seattle, WA			88.0
Group Health Permanente	Seattle, WA			85.0
H&R Block Inc.	Kansas City, MO			65.0
H.E. Butt Grocery Co.	San Antonio, TX	13.0		75.0
H.J. Heinz Co.	Pittsburgh, PA			68.0
Hain Celestial Group Inc.	Melville, NY			70.0
Hallmark Cards Inc.	Kansas City, MO	93.0		100.0
Hannaford Brothers	Portland, ME			83.0
Hanover Direct Inc.	Weehawken, NJ			75.0
Harrah’s Entertainment Inc.	Las Vegas, NV	27.0		100.0
Harris Bankcorp Inc.	Chicago, IL			100.0
Harris Interactive Inc.	Rochester, NY			93.0
Harry & David Holdings Inc.	Medford, OR			83.0
Hartford Financial Services Group	3cHartford, CT			100.0
Harvard Pilgrim Health Care Inc.	Wellesley, MA			93.0
Hasbro Inc.	Pawtucket, RI			50.0
Haynes and Boone LLP	Dallas, TX		101.0	100.0
Health Care Service Corp.	Chicago, IL			100.0
Health Net Inc.	Woodland Hills, CA			93.0
Herman Miller Inc.	Zeeland, MI			100.0
Herrick Feinstein LLP	New York, NY		170.0	95.0
"Hershey Co., The"	Hershey, PA			70.0
Hertz Global Holdings Inc.	Park Ridge, NJ			70.0
Hewitt Associates	Lincolnshire, IL			100.0
Hewlett-Packard Co.	Palo Alto, CA			100.0
Hilton Hotels Corp.	Beverly Hills, CA	36.0		90.0
Hinshaw & Culbertson LLP	Chicago, IL		143.0	100.0
Hogan & Hartson LLP	Washington, DC	24.0	100.0	95.0
Holland & Hart LLP	Denver, CO	153.0	75.0	
Holland & Knight LLP	Washington, DC	41.0	100.0	100.0
Holme Roberts & Owen LLP	Denver, CO	189.0	60.0	60.0
"Home Depot Inc., The"	Atlanta, GA		85.0	85.0
Honeywell International Inc.	Morristown, NJ		100.0	100.0
Hospira Inc.	Lake Forest, IL		100.0	100.0
Host Hotels & Resorts Inc.	Bethesda, MD		45.0	45.0
Howard & Howard Attorneys PLLC	Kalamazoo, MI		48.0	48.0
Howrey LLP	Washington, DC	59.0	100.0	100.0
HSBC - North America	Mettawa, IL		100.0	100.0
2008 AmLaw 200Humana Inc.	Louisville, KY		45.0	45.0
Huntington Bancshares Inc.	Columbus, OH		75.0	75.0
Hunton & Williams LLP	Richmond, VA	35.0	100.0	75.0
Husch Blackwell Sanders LLP	Kansas City, MO	173.0	100.0	100.0
Hyatt Hotels Corp.	Chicago, IL	96.0	100.0	100.0
Illinois Tool Works Inc.	Glenview, IL		73.0	68.0
Imation Corp.	Oakdale, MN		88.0	88.0
ING North America Insurance Corp.	Atlanta, GA		100.0	100.0
Intel Corp.	Santa Clara, CA		100.0	100.0
InterContinental Hotels Group Americas	Atlanta, GA		85.0	
	Armonk, NY		100.0	100.0
International Paper Co.	Memphis, TN		65.0	70.0
Interpublic Group of Companies Inc.	New York, NY		100.0	60.0
Intuit Inc.	Mountain View, CA		100.0	100.0
ITT Industries Inc.	White Plains, NY		60.0	75.0
J.C. Penney Co. Inc.	Plano, TX		95.0	100.0
J.P. Morgan Chase & Co.	New York, NY		100.0	100.0
Jacobs Engineering Group Inc.	Pasadena, CA		35.0	40.0
Jenner & Block LLP	Chicago, IL	79.0	100.0	100.0
JetBlue Airways Corp.	Forest Hills, NY		100.0	80.0
John Hancock Financial Services Inc.	Boston, MA		73.0	88.0
Johnson & Johnson	New Brunswick, NJ		100.0	100.0
Jones Apparel Group Inc.	New York, NY		45.0	45.0
Kaiser Permanente	Oakland, CA		100.0	100.0
Katten Muchin Rosenman LLP	Chicago, IL	63.0	100.0	85.0
Kaye Scholer LLP	New York, NY	62.0	100.0	80.0
KB Home	Los Angeles, CA		70.0	75.0
Keane Inc.	Boston, MA		50.0	50.0
Kelley Drye & Warren LLP	New York, NY	103.0	95.0	95.0
Kellogg Co.	Battle Creek, MI		65.0	60.0
Kenneth Cole Productions Inc.	New York, NY		95.0	95.0
KeyCorp	Cleveland, OH		100.0	100.0
Kilpatrick Stockton LLP	Atlanta, GA	100.0	95.0	95.0
Kimberly-Clark Corp.	Irving, TX		100.0	100.0
Kimpton Hotel & Restaurant Group Inc.	San Francisco, CA		100.0	100.0
King & Spalding LLP	Atlanta, GA	40.0	95.0	95.0
Kirkland & Ellis LLP	Chicago, IL	7.0	100.0	100.0
KLA-Tencor Corp.	Milpitas, CA		58.0	58.0
2008 AmLaw 200KPMG LLP	New York, NY		100.0	100.0
Kraft Foods Inc.	Northfield, IL		95.0	95.0
Kramer Levin Naftalis & Frankel LLP	New York, NY	90.0	100.0	100.0
"Kroger Co., The"	Cincinnati, OH		75.0	75.0
Kutak Rock LLP	Omaha, NE	148.0	70.0	
L.L. Bean Inc.	Freeport, ME		78.0	73.0
"Laclede Group Inc., The"	St. Louis, MO		0.0	5.0
Land O’Lakes Inc.	Arden Hills, MN		53.0	53.0
Latham & Watkins LLP	New York, NY	2.0	100.0	100.0
Lear Corp.	Southfield, MI		20.0	20.0
Levi Strauss & Co.	San Francisco, CA	86.0	100.0	100.0
LexisNexis Group	Miamisburg, OH		100.0	
Lexmark International Inc.	Lexington, KY		100.0	100.0
Limited Brands Inc.	Columbus, OH		95.0	80.0
Lincoln National Corp.	Radnor, PA		95.0	95.0
Littler Mendelson PC	San Francisco, CA	87.0	100.0	100.0
Live Nation Inc.	Beverly Hills, CA		80.0	
Liz Claiborne Inc.	New York, NY		100.0	100.0
Locke Lord Bissell & Liddell LLP	Chicago, IL	155.0	75.0	80.0
Lockheed Martin Corp.	Bethesda, MD		100.0	100.0
Loews Corp.	New York, NY		45.0	
Luce Forward Hamilton & Scripps LLP	San Diego, CA	191.0	85.0	80.0
Macy’s Inc.	Cincinnati, OH		100.0	100.0
"Manatt, Phelps & Phillips LLP"	Los Angeles, CA	111.0	100.0	100.0
Marriott International Inc.	Bethesda, MD		100.0	100.0
Mars Inc.	Mt. Olive, NJ	6.0	73.0	48.0
Marsh & McLennan Companies Inc.	New York, NY		100.0	100.0
	Springfield, MA			100.0
MasterCard Inc.	Purchase, NY			100.0
Mattel Inc.	El Segundo, CA			95.0
Mayer Brown LLP	Chicago, IL		9.0	100.0
McAfee Inc.	Santa Clara, CA			53.0
McCarter & English LLP	Newark, NJ		123.0	90.0
McDermott Will & Emery LLP	Chicago, IL		14.0	100.0
McDonald’s Corp.	Oak Brook, IL			85.0
"McGraw-Hill Companies Inc., The"	New York, NY			80.0
McGuireWoods LLP	Richmond, VA		68.0	95.0
"McKenna, Long & Aldridge LLP"	Atlanta, GA		105.0	80.0
McKesson Corp.	San Francisco, CA			83.0
McKinsey & Co. Inc.	New York, NY	60.0		100.0
MeadWestvaco Corp.	Glen Allen, VA			60.0
Medtronic Inc.	Minneapolis, MN			100.0
Meijer Inc.	Grand Rapids, MI	18.0		20.0
"1bMen’s Wearhouse Inc., The"	Houston, TX			50.0
Merck & Co. Inc.	Whitehouse Station, NJ			100.0
MetLife Inc.	New York, NY			100.0
MGM Mirage	Las Vegas, NV			85.0
Microsoft Corp.	Redmond, WA			100.0
"Milbank, Tweed, Hadley & McCloy LLP"	New York, NY		38.0	100.0
3bMillerCoors LLC	Chicago, IL			100.0
	Boston, MA		92.0	100.0
Mirant Corp.	Atlanta, GA			45.0
Mitchell Gold + Bob Williams	Taylorsville, NC			100.0
Mohawk Industries Inc.	Calhoun, GA			50.0
Monsanto Co.	St. Louis, MO			100.0
Moody’s Corp.	New York, NY			90.0
Morgan Lewis & Bockius LLP	Philadelphia, PA		12.0	100.0
Morgan Stanley	New York, NY			100.0
Morningstar Inc.	Chicago, IL			95.0
Morrison & Foerster LLP	San Francisco, CA		21.0	100.0
Motorola Inc.	Schaumburg, IL			100.0
Mutual of Omaha Insurance	Omaha, NE			80.0
National Grid USA	Brooklyn, NY			100.0
Nationwide	Columbus, OH			100.0
Navigant Consulting Inc.	Chicago, IL		100.0	
NCR Corp.	Dayton, OH		100.0	100.0
	Columbia, SC	139.0	70.0	
Nestle Purina PetCare Co.	St. Louis, MO		75.0	75.0
NetApp Inc.	Sunnyvale, CA		100.0	
New York Life Insurance Co.	New York, NY		100.0	100.0
New York Times Co.	New York, NY		100.0	100.0
Newell Rubbermaid Inc.	Atlanta, GA		100.0	100.0
"Nielsen Co., The"	Schaumburg, IL		100.0	100.0
Nike Inc.	Beaverton, OR		100.0	100.0
Nissan North America Inc.	Franklin, TN		50.0	50.0
Nixon Peabody LLP	New York, NY	64.0	100.0	100.0
Nokia Corp.	Irving, TX		50.0	50.0
Nordstrom Inc.	Seattle, WA		100.0	100.0
Norfolk Southern Corp.	Norfolk, VA		58.0	
Nortel Networks Corp.	Richardson, TX		85.0	85.0
Northeast Utilities	Berlin, CT		65.0	65.0
Northern Trust Corp.	Chicago, IL		100.0	100.0
Northrop Grumman Corp.	Los Angeles, CA		100.0	100.0
Novartis Pharmaceuticals Corp.	East Hanover, NJ		100.0	100.0
NV Energy Inc.	Las Vegas, NV		70.0	
Office Depot Inc.	Boca Raton, FL		45.0	60.0
OfficeMax Inc.	Naperville, IL		90.0	80.0
O’Melveny & Myers LLP	Washington, DC	18.0	100.0	100.0
Omnicom Group	New York, NY		95.0	80.0
Oracle Corp.	Redwood City, CA		100.0	100.0
Orbitz Worldwide Inc.	Chicago, IL		100.0	100.0
"Orrick, Herrington & Sutcliffe LLP"	San Francisco, CA	27.0	100.0	100.0
Owens & Minor Inc.	Mechanicsville, VA		50.0	55.0
Owens Corning	Toledo, OH		100.0	100.0
Pacific Life Insurance Co.	Newport Beach, CA		100.0	65.0
PacifiCorp	Portland, OR		93.0	85.0
Palm Management Corp.	Washington, DC		78.0	78.0
Patterson Belknap Webb & Tyler LLP	New York, NY	160.0	100.0	100.0
"Paul, Hastings, Janofsky & Walker LLP"	Los Angeles, CA	15.0	100.0	100.0
	New York, NY	36.0	80.0	80.0
Pearson Inc.	New York, NY		75.0	
Pepco Holdings Inc.	Washington, DC		80.0	65.0
Pepper Hamilton LLP	Philadelphia, PA	88.0	100.0	90.0
"Pepsi Bottling Group Inc., The"	Somers, NY		100.0	100.0
PepsiAmericas Inc.	Minneapolis, MN		95.0	95.0
PepsiCo Inc.	Purchase, NY		100.0	100.0
Perkins + Will Inc.	Chicago, IL		55.0	55.0
Perkins Coie LLP	Seattle, WA	69.0	100.0	100.0
Perot Systems Corp.	Plano, TX		53.0	0.0
Pfizer Inc.	New York, NY		100.0	100.0
PG&E Corp.	San Francisco, CA		100.0	100.0
Pillsbury Winthrop Shaw Pittman LLP	New York, NY	46.0	100.0	100.0
2008 AmLaw 200Pinnacle West Capital	Phoenix, AZ		45.0	
Pitney Bowes Inc.	Stamford, CT		70.0	85.0
	Pittsburgh, PA		85.0	80.0
PNM Resources Inc.	Albuquerque, NM		43.0	43.0
Polaroid Corp.	Waltham, MA		60.0	60.0
1bPolsinelli Shughart PC	Kansas City, MO	190.0	95.0	80.0
PPG Industries Inc.	Pittsburgh, PA		45.0	45.0
PPL Corp.	Allentown, PA		55.0	65.0
Praxair Inc.	Danbury, CT		45.0	25.0
PricewaterhouseCoopers LLP	New York, NY	5.0	100.0	100.0
Principal Financial Group	Des Moines, IA		95.0	95.0
3bProcter & Gamble Co.	Cincinnati, OH		100.0	85.0
Progress Energy Inc.	Raleigh, NC		68.0	68.0
"Progressive Corp., The"	Mayfield Village, OH		100.0	100.0
Proskauer Rose LLP	New York, NY	39.0	100.0	100.0
Prudential Financial Inc.	Newark, NJ		100.0	100.0
Public Service Enterprise Group	Newark, NJ		100.0	
QUALCOMM Inc.	San Diego, CA		95.0	95.0
Quarles & Brady LLP	Milwaukee, WI	127.0	100.0	80.0
Quest Diagnostics Inc.	Madison, NJ		85.0	85.0
	Denver, CO		85.0	80.0
R.R. Donnelley & Sons Co.	Chicago, IL		55.0	55.0
RadioShack Corp.	Fort Worth, TX		40.0	40.0
Raymond James Financial Inc.	St. Petersburg, FL		100.0	100.0
Raytheon Co.	Waltham, MA		100.0	100.0
RBC Wealth Management	Minneapolis, MN		100.0	
Realogy Corp.	Parsippany, NJ			80.0
Recreational Equipment Inc.	Kent, WA			100.0
Reed Smith LLP	Pittsburgh, PA		23.0	75.0
Regis Corp.	Edina, MN			68.0
Replacements Ltd.	McLeansville, NC			100.0
Reynolds American Inc.	Winston-Salem, NC			88.0
Rite Aid Corp.	Camp Hill, PA			85.0
Robert Half International Inc.	Menlo Park, CA			93.0
Robert W. Baird & Co. Incorporated	Milwaukee, WI			90.0
"Robins, Kaplan, Miller & Ciresi LLP"	Minneapolis, MN		135.0	100.0
Rockwell Collins Inc.	Cedar Rapids, IA			75.0
Ropes & Gray LLP	Boston, MA		31.0	100.0
Royal Caribbean Cruises Ltd.	Miami, FL			70.0
RRI Energy Inc.	Houston, TX			75.0
Ryder System Inc.	Miami, FL			93.0
"Ryland Group Inc., The"	Calabasas, CA			30.0
S.C. Johnson & Son Inc.	Racine, WI	31.0		100.0
Sabre Holdings Inc.	Southlake, TX	138.0		100.0
Safeway Inc.	Pleasanton, CA			75.0
Sanofi-Aventis U.S. LLC	Bridgewater, NJ			65.0
SAP America Inc.	Newtown Square, PA			100.0
Sara Lee Corp.	Downers Grove, IL			75.0
Saul Ewing LLP	Philadelphia, PA		181.0	68.0
Schering-Plough Corp.	Kenilworth, NJ			100.0
Schiff Hardin LLP	Chicago, IL		114.0	80.0
Scholastic Corp.	New York, NY			50.0
"Schulte, Roth &  Zabel LLP"	New York, NY		67.0	80.0
Seagate Technology LLC	Scotts Valley, CA			60.0
Sears Holdings Corp.	Hoffman Estates, IL			100.0
"Sedgwick, Detert, Moran & Arnold LLP"	San Francisco, CA		136.0	100.0
Selective Insurance Group	Branchville, NJ			85.0
Sempra Energy	San Diego, CA			100.0
Severn Trent Services Inc.	Fort Washington, PA			65.0
Seyfarth Shaw LLP	Chicago, IL		65.0	100.0
Shearman & Sterling LLP	New York, NY		19.0	100.0
Shell Oil Co.	Houston, TX			100.0
	Los Angeles, CA		78.0	95.0
"Shook, Hardy & Bacon LLP"	Kansas City, MO		82.0	100.0
Sidley Austin LLP	Chicago, IL		5.0	100.0
SIRIUS XM Radio Inc.	New York, NY			80.0
	New York, NY		1.0	100.0
SLM Corp. (Sallie Mae)	Reston, VA			60.0
Sodexo Inc.	Gaithersburg, MD			100.0
Software House International	Somerset, NJ	191.0		40.0
"Sonnenschein, Nath & Rosenthal LLP"	Chicago, IL		58.0	100.0
Southern California Edison Co.	Rosemead, CA			100.0
Southern Co.	Atlanta, GA			48.0
Southwest Airlines Co.	Dallas, TX			95.0
Spectra Energy Corp.	Houston, TX			80.0
Sprint Nextel Corp.	Overland Park, KS			100.0
"Squire, Sanders & Dempsey LLP"	Cleveland, OH		53.0	100.0
SRA International Inc.	Fairfax, VA			75.0
Staples Inc.	Framingham, MA			93.0
Starbucks Corp.	Seattle, WA			100.0
1bStarcom MediaVest Group	Chicago, IL			100.0
Starwood Hotels & Resorts Worldwide	White Plains, NY			100.0
State Farm Group	Bloomington, IL			80.0
State Street Corp.	Boston, MA			100.0
Steelcase Inc.	Grand Rapids, MI			60.0
Steptoe & Johnson LLP	Washington, DC		77.0	85.0
3bStinson Morrison Hecker LLP	Kansas City, MO		168.0	100.0
Stoel Rives LLP	Portland, OR		146.0	100.0
Subaru of America Inc.	Cherry Hill, NJ			100.0
Sullivan & Cromwell LLP	New York, NY		13.0	100.0
Sun Life Financial Inc. (U.S.)	Wellesley Hills, MA			100.0
Sun Microsystems Inc.	Santa Clara, CA			100.0
SunTrust Banks Inc.	Atlanta, GA			100.0
Supervalu Inc.	Eden Prairie, MN			100.0
