company_name	location	cei_2016	cei_2015	forbes_1000
First Data Corp.	Greenwood Village, CO			
Fiserv Inc.	Brookfield, WI			
GMAC LLC	Detroit, MI			
International Assets Holding Corp.	Altamonte Springs, FL			
"Legg Mason, Inc."	Baltimore, MD			
NYSE Euronext Inc.	New York, NY			
Regions Financial	Birmingham, AL			
SunGard Data Systems Inc.	Wayne, PA			
"Western Union Co., The"	Englewood, CO			
	South San Francisco,			
Ashland Inc.	Covington, KY			
Avery Dennison	Pasadena, CA			
Celanese Corp.	Dallas, TX			
Eastman Chemical Co.	Kingsport, TN			
Hexion Specialty Chemicals Inc.	Columbus, OH			
15 pointsHuntsman Corp.	Salt Lake City, UT			
Lubrizol Corporation	Wickliffe, OH			
Mosaic Company	Plymouth, MN			
"Sherwin-Williams Co., The"	Cleveland, OH			
Broadridge Financial Solutions Inc.	Lake Success, NY		83	835.0
Science Applications International Corp.	San Diego, CA			
Ingram Micro	Santa Ana, CA		88	67.0
Pitney Bowes Inc.	Stamford, CT			
Acer Inc.	Irvine, CA			
Software House International	Somerset, NJ			
Arrow Electronics	Melville, NY			
"Brightpoint, Inc."	Indianapolis, IN			
Harris Corp.	Melbourne, FL			
"Insight Enterprises, Inc."	Tempe, AZ			
SYNNEX Corp.	Fremont, CA			
United Stationers Inc.	Deerfield, IL			
Western Digital Corp.	Lake Forest, CA			
Allscripts-Misys Healthcare Solutions Inc.	Chicago, IL			
Kelly Services Inc.	Troy, MI			
Manpower Inc.	Milwaukee, WI			
Constellation Energy Group Inc.	Baltimore, MD		100.0	100.0
Exelon Corp.	Chicago, IL		100.0	95.0
National Grid USA	Brooklyn, NY		100.0	100.0
PG&E Corp.	San Francisco, CA		100.0	100.0
Public Service Enterprise Group	Newark, NJ		100.0	100.0
Sempra Energy	San Diego, CA		100.0	100.0
Southern California Edison Co.	Rosemead, CA		100.0	100.0
Dominion Resources Inc.	Richmond, VA		95.0	95.0
Entergy Corp.	New Orleans, LA		95.0	95.0
Portland General Electric Co.	Portland, OR		95.0	
Xcel Energy Inc.	Minneapolis, MN		95.0	95.0
PacifiCorp	Portland, OR		93.0	93.0
NV Energy Inc.	Las Vegas, NV			
Williams Companies Inc.	Tulsa, OK		85.0	80.0
Alliant Energy Corp.	Madison, WI		80.0	80.0
Duke Energy Corp.	Charlotte, NC		80.0	80.0
Pepco Holdings Inc.	Washington, DC		80.0	80.0
DTE Energy Co.	Detroit, MI		75.0	75.0
RRI Energy Inc.	Houston, TX			
Ameren Corp.	St. Louis, MO		70.0	70.0
Progress Energy Inc.	Raleigh, NC			
Southern Co.	Atlanta, GA			
Northeast Utilities	Berlin, CT			65.0
Severn Trent Services Inc.	Fort Washington, PA			
PPL Corp.	Allentown, PA			
Wisconsin Energy Corp.	Milwaukee, WI			
Calpine Corp.	Houston, TX			
"Laclede Group Inc., The"	St. Louis, MO			
Allegheny Energy Inc.	Greensburg, PA			
Mirant Corp.	Atlanta, GA			
Pinnacle West Capital	Phoenix, AZ			
PNM Resources Inc.	Albuquerque, NM			
Edison International	Rosemead, CA			
"AES Corp., The"	Arlington, VA			
American Electric Power Co. Inc.	Columbus, OH			
Atmos Energy Corp.	Dallas, TX			
CenterPoint Energy Inc.	Houston, TX			
CMS Energy Services	Jackson, MI			
Edison International	Rosemead, CA			
Energy Future Holdings Corp.	Dallas, TX			
"Energy Transfer Partners, LP"	Dallas, TX			
FirstEnergy Corp.	Akron, OH			
FPL Group Inc.	Juno Beach, FL			
Global Partners	Waltham, MA			
Integrys Energy Group Inc.	Chicago, IL			
NiSource Inc.	Merrillville, IN			
NRG Energy Inc.	Princeton, NJ			
ONEOK Inc.	Tulsa, OK			
SCANA Corp.	Columbia, SC			
Targa Resources Partners LP	Houston, TX			
UGI Corp.	King of Prussia, PA			
Perkins + Will Inc.	Chicago, IL			
Jacobs Engineering Group Inc.	Pasadena, CA			
"Ryland Group Inc., The"	Calabasas, CA			
AECOM Technology Corp.	Los Angeles, CA			
Centex Corp.	Dallas, TX			
DR Horton Inc.	Fort Worth, TX			
EMCOR Group Inc.	Norwalk, CT			
Fluor Corp.	Irving, TX			
KBR Inc.	Houston, TX			
Perini Corporation	Framingham, MA			
Peter Kiewit Sons’ Inc.	Omaha, NE			
Pulte Homes Inc.	Bloomfield Hills, MI			
"Shaw Group Inc., The"	Baton Rouge, LA			
URS Corp.	San Francisco, CA			
CBS Corp.	New York, NY			
News Corp.	New York, NY			
Sodexo Inc.	Gaithersburg, MD		100.0	100.0
Starbucks Corp.	Seattle, WA		100.0	100.0
Supervalu Inc.	Eden Prairie, MN		100.0	100.0
ConAgra Foods Inc.	Omaha, NE		95.0	90.0
E&J Gallo Winery	Modesto, CA		95.0	
Kraft Foods Inc.	Northfield, IL		95.0	95.0
Hain Celestial Group Inc.	Melville, NY		85.0	70.0
McDonald’s Corp.	Oak Brook, IL		85.0	85.0
Rite Aid Corp.	Camp Hill, PA		85.0	85.0
Whole Foods Market Inc.	Austin, TX		85.0	85.0
Hannaford Brothers	Scarborough, ME		83.0	83.0
Darden Restaurants Inc.	Orlando, FL		80.0	80.0
Ahold USA Inc.	Quincy, MA			78.0
Gastronomy Inc.	Salt Lake City, UT			
Palm Management Corp.	Washington, DC		78.0	78.0
H.E. Butt Grocery Co.	San Antonio, TX		75.0	75.0
"Kroger Co., The"	Cincinnati, OH			
Nestle Purina PetCare Co.	St. Louis, MO		75.0	75.0
Safeway Inc.	Pleasanton, CA			
Burger King Corp.	Miami, FL		73.0	68.0
Dean Foods Co.	Dallas, TX		73.0	73.0
Mars Inc.	Mt. Olive, NJ			73.0
H.J. Heinz Co.	Pittsburgh, PA			
Yum! Brands Inc.	Louisville, KY			65.0
Domino’s Pizza Inc.	Ann Arbor, MI			
U.S. Foodservice Inc.	Rosemont, IL			58.0
Cracker Barrel Old Country Store Inc.	Lebanon, TN			
Compass Group USA Inc.	Charlotte, NC			
Dole Food Co. Inc.	Westlake Village, CA			
C&S Wholesale Grocers Inc.	Keene, NH			
Archer Daniels Midland Co.	Decatur, IL			
	Inver Grove Heights,			
Dr Pepper Snapple Group Inc.	Plano, TX			
"Great Atlantic & Pacific Tea Co. Inc., The"	Montvale, NJ			
Hormel Foods Corp.	Austin, MN			
Nash Finch	Minneapolis, MN			
Pilgrim’s Pride Corporation	Pittsburg, TX			
Publix Super Markets	Lakeland, FL			
Smithfield Foods Inc.	Smithfield, VA			
SYSCO Corp.	Houston, TX			
"Tyson Foods, Inc."	Springdale, AR			
Winn-Dixie Stores Inc.	Jacksonville, FL			
Domtar Corp.	Fort Mill, SC			
Blue Cross Blue Shield of Minnesota	Eagan, MN		95	
Mayo Clinic	Rochester, MN		80	
CareFusion Corp.	San Diego, CA			75
McKesson Corp.	San Francisco, CA			
	St. Paul, MN			63
Austin Radiological Assn.	Austin, TX			
Owens & Minor Inc.	Mechanicsville, VA			
Tenet Healthcare	Dallas, TX			
Humana Inc.	Louisville, KY			
AmerisourceBergen Corp.	Chesterbrook, PA			
Community Health Systems Inc.	Franklin, TN			
Coventry Health Care	Bethesda, MD			
DaVita Inc.	El Segundo, CA			
Express Scripts Inc.	St. Louis, MO			
HCA - Hospital Corporation of America	Nashville, TN			
Henry Schein	Melville, NY			
Medco Health Solutions	Franklin Lakes, NJ			
Omnicare	Covington, KY			
Universal Health Services	King of Prussia, PA			
"WellCare Health Plans, Inc."	Tampa, FL			
Polaroid Corp.	Waltham, MA			
Nokia Corp.	Irving, TX			
Agco	Duluth, GA			
"Becton, Dickinson and Co."	Franklin Lakes, NJ			
Boston Scientific Corp.	Natick, MA			
Broadcom Corp.	Irvine, CA			
Dover Corp.	New York, NY			
Eaton Corp.	Cleveland, OH			
General Cable Corp.	Highland Heights, KY			
"Graybar Electric Company, Inc."	St. Louis, MO			
"Manitowoc Company, Inc."	Manitowoc, WI			
Micron Technology Inc.	Boise, ID			
Parker Hannifin Corp.	Cleveland, OH			
Rockwell Automation Inc.	Milwaukee, WI			
Sanmina-SCI	San Jose, CA			
SPX Corp.	Charlotte, NC			
Stryker Corp.	Kalamazoo, MI			
Terex Corporation	Westport, CT			
Thermo Fisher Scientific Inc.	Waltham, MA			
"Timken Co., The"	Canton, OH			
WESCO International Inc.	Pittsburgh, PA			
Fortune Brands Inc.	Deerfield, IL			
Jarden Corp.	Rye, NY			
Leggett & Platt Inc.	Carthage, MO			
Masco Corp.	Taylor, MI			
Host Hotels & Resorts Inc.	Bethesda, MD			
CUNA Mutual Insurance Group	Madison, WI			
"Guardian Life Insurance Co. of America, The"	New York, NY			
Loews Corp.	New York, NY			
AEGON USA Inc.	Cedar Rapids, IA			
AFLAC Inc.	Columbus, GA			
Assurant	New York, NY			
Auto-Owners Insurance Group	Lansing, MI			
Berkshire Hathaway Inc.	Omaha, NE			
Genworth Financial Inc.	Richmond, VA			
Liberty Mutual Group	Boston, MA			
Northwestern Mutual Life Insurance	Milwaukee, WI			
Thrivent Financial for Lutherans	Minneapolis, MN			
United Services Automobile Association	San Antonio, TX			
Universal American Corp.	Rye Brook, NY			
W.R. Berkley	Greenwich, CT			
Western & Southern Financial Group	Cincinnati, OH			
eBay Inc.	San Jose, CA		303.0	
Google Inc.	Mountain View, CA		117.0	
Yahoo! Inc.	Sunnyvale, CA		345.0	
Amazon.com Inc.	Seattle, WA		130.0	
Hanover Direct Inc.	Weehawken, NJ			
Expedia Inc.	Bellevue, WA		699.0	
Liberty Media Corp.	Englewood, CO			
"Akin, Gump, Strauss, Hauer & Feld LLP"	Washington, DC			31.0
Alston & Bird LLP	Atlanta, GA			50.0
Arent Fox LLP	Washington, DC			122.0
Arnold & Porter LLP	Washington, DC			56.0
Baker & Daniels LLP	Indianapolis, IN			172.0
Baker & McKenzie	Chicago, IL			2.0
Baker Botts LLP	Houston, TX			43.0
Ballard Spahr LLP	Philadelphia, PA			96.0
Bingham McCutchen LLP	Boston, MA		100.0	100.0
Brown Rudnick LLP	Boston, MA		100.0	100.0
Bryan Cave LLP	St. Louis, MO		100.0	100.0
Carlton Fields PA	Tampa, FL		100.0	100.0
Chapman and Cutler LLP	Chicago, IL		100.0	100.0
"Choate, Hall & Stewart LLP"	Boston, MA		100.0	
"Cleary, Gottlieb, Steen & Hamilton LLP"	New York, NY		100.0	100.0
Clifford Chance US LLP	New York, NY		100.0	100.0
Covington & Burling LLP	Washington, DC		100.0	100.0
"Cravath, Swaine & Moore LLP"	New York, NY		100.0	100.0
Crowell & Moring LLP	Washington, DC		100.0	95.0
"Davis, Polk & Wardwell LLP"	New York, NY		100.0	100.0
Debevoise & Plimpton LLP	New York, NY		100.0	100.0
Dewey & LeBoeuf LLP	New York, NY		100.0	100.0
Dickstein Shapiro LLP	Washington, DC		100.0	100.0
DLA Piper	Baltimore, MD		100.0	100.0
Dorsey & Whitney LLP	Minneapolis, MN		100.0	100.0
Drinker Biddle & Reath LLP	Philadelphia, PA		100.0	95.0
Duane Morris LLP	Philadelphia, PA		100.0	100.0
Edwards Angell Palmer & Dodge LLP	Boston, MA		100.0	100.0
Fenwick & West LLP	Mountain View, CA		100.0	100.0
	Washington, DC		100.0	100.0
Fish & Richardson PC	Boston, MA		100.0	95.0
Foley Hoag LLP	Boston, MA		100.0	100.0
"Fried, Frank, Harris, Shriver & Jacobson LLP"	New York, NY		100.0	100.0
Fulbright & Jaworski LLP	Houston, TX		100.0	100.0
"Gibson, Dunn & Crutcher LLP"	Los Angeles, CA		100.0	100.0
Goodwin Procter LLP	Boston, MA		100.0	100.0
Greenberg Traurig LLP	Miami, FL		100.0	83.0
Haynes and Boone LLP	Dallas, TX		100.0	100.0
Hinshaw & Culbertson LLP	Chicago, IL		100.0	100.0
Hogan Lovells US LLP	Washington, DC		100.0	100.0
Holland & Knight LLP	Washington, DC		100.0	100.0
Howrey LLP	Washington, DC		100.0	100.0
Hunton & Williams LLP	Richmond, VA		100.0	100.0
Husch Blackwell Sanders LLP	Kansas City, MO		100.0	100.0
Jenner & Block LLP	Chicago, IL		100.0	100.0
K&L Gates LLP	Pittsburgh, PA		100.0	
Katten Muchin Rosenman LLP	Chicago, IL		100.0	100.0
Kaye Scholer LLP	New York, NY		100.0	100.0
Kelley Drye & Warren LLP	New York, NY		100.0	95.0
Kirkland & Ellis LLP	Chicago, IL		100.0	100.0
Kramer Levin Naftalis & Frankel LLP	New York, NY		100.0	100.0
Latham & Watkins LLP	New York, NY		100.0	100.0
Littler Mendelson PC	San Francisco, CA		100.0	100.0
"Manatt, Phelps & Phillips LLP"	Los Angeles, CA		100.0	100.0
Mayer Brown LLP	Chicago, IL		100.0	100.0
McDermott Will & Emery LLP	Chicago, IL		100.0	100.0
"Milbank, Tweed, Hadley & McCloy LLP"	New York, NY		100.0	100.0
	Boston, MA		100.0	100.0
Morgan Lewis & Bockius LLP	Philadelphia, PA		100.0	100.0
Morrison & Foerster LLP	San Francisco, CA		100.0	100.0
Nixon Peabody LLP	New York, NY		100.0	100.0
O’Melveny & Myers LLP	Washington, DC		100.0	100.0
"Orrick, Herrington & Sutcliffe LLP"	San Francisco, CA		100.0	100.0
Patterson Belknap Webb & Tyler LLP	New York, NY		100.0	100.0
"Paul, Hastings, Janofsky & Walker LLP"	Los Angeles, CA		100.0	100.0
Pepper Hamilton LLP	Philadelphia, PA		100.0	100.0
Perkins Coie LLP	Seattle, WA		100.0	100.0
Pillsbury Winthrop Shaw Pittman LLP	New York, NY		100.0	100.0
Proskauer Rose LLP	New York, NY		100.0	100.0
Quarles & Brady LLP	Milwaukee, WI		100.0	100.0
"Robins, Kaplan, Miller & Ciresi LLP"	Minneapolis, MN		100.0	100.0
Ropes & Gray LLP	Boston, MA		100.0	100.0
Schiff Hardin LLP	Chicago, IL		100.0	80.0
"Sedgwick, Detert, Moran & Arnold LLP"	San Francisco, CA		100.0	100.0
Seyfarth Shaw LLP	Chicago, IL		100.0	100.0
Shearman & Sterling LLP	New York, NY		100.0	100.0
"Sheppard, Mullin, Richter & Hampton LLP"	Los Angeles, CA		100.0	95.0
"Shook, Hardy & Bacon LLP"	Kansas City, MO		100.0	100.0
Sidley Austin LLP	Chicago, IL		100.0	100.0
"Skadden, Arps, Slate, Meagher & Flom LLP"	New York, NY		100.0	100.0
"Sonnenschein, Nath & Rosenthal LLP"	Chicago, IL		100.0	100.0
"Squire, Sanders & Dempsey LLP"	Cleveland, OH		100.0	100.0
Stinson Morrison Hecker LLP	Kansas City, MO		100.0	100.0
Stoel Rives LLP	Portland, OR		100.0	100.0
Sullivan & Cromwell LLP	New York, NY		100.0	100.0
Sutherland Asbill & Brennan LLP	Atlanta, GA		100.0	100.0
Thompson Coburn LLP	St. Louis, MO		100.0	100.0
Townsend and Townsend and Crew LLP	San Francisco, CA		100.0	
Troutman Sanders LLP	Atlanta, GA		100.0	100.0
Vinson & Elkins LLP	Houston, TX		100.0	100.0
"Wachtell, Lipton, Rosen & Katz LLP"	New York, NY		100.0	100.0
"Weil, Gotshal & Manges LLP"	New York, NY		100.0	100.0
White & Case LLP	New York, NY		100.0	100.0
Willkie Farr & Gallagher LLP	New York, NY		100.0	100.0
Wilmer Cutler Pickering Hale & Dorr LLP	Washington, DC		100.0	100.0
Wilson Sonsini Goodrich & Rosati PC	Palo Alto, CA		100.0	100.0
Winston & Strawn LLP	Chicago, IL		100.0	100.0
Andrews Kurth LLP	Houston, TX		95.0	70.0
"Cadwalader, Wickersham & Taft LLP"	New York, NY		95.0	95.0
Chadbourne & Parke LLP	New York, NY		95.0	90.0
Davis Wright Tremaine LLP	Seattle, WA		95.0	95.0
Faegre & Benson LLP	Minneapolis, MN		95.0	100.0
Frost Brown Todd LLC	Cincinnati, OH		95.0	85.0
Gordon & Rees LLP	San Francisco, CA		95.0	95.0
Herrick Feinstein LLP	New York, NY		95.0	95.0
Kilpatrick Stockton LLP	Atlanta, GA		95.0	95.0
King & Spalding LLP	Atlanta, GA		95.0	95.0
Polsinelli Shughart PC	Kansas City, MO			187.0
Reed Smith LLP	Pittsburgh, PA			16.0
"Simpson, Thacher & Bartlett LLP"	New York, NY		95	
Holland & Hart LLP	Denver, CO			142.0
McCarter & English LLP	Newark, NJ			124.0
"Paul, Weiss, Rifkind, Wharton & Garrison LLP"	New York, NY			37.0
Steptoe & Johnson LLP	Washington, DC			75.0
